projection_x_coordinate,projection_y_coordinate,projection_z_coordinate,inverted_magnetic_field,dT
1027000.0,-2149500.0,-10000.0,12.758710742908919,15.0
1037000.0,-2149500.0,-10000.0,33.488306926407226,15.0
1047000.0,-2149500.0,-10000.0,42.85862350954095,15.0
1057000.0,-2149500.0,-10000.0,30.602081751599176,15.0
1067000.0,-2149500.0,-10000.0,1.2678431114343092,15.0
1407000.0,-2149500.0,-10000.0,-132.9308451289279,15.0
717000.0,-2139500.0,-10000.0,32.48307213117952,15.0
727000.0,-2139500.0,-10000.0,17.240539721591116,15.0
737000.0,-2139500.0,-10000.0,4.357373022876681,15.0
747000.0,-2139500.0,-10000.0,-1.2966091290865278,15.0
757000.0,-2139500.0,-10000.0,-2.872795491891654,15.0
767000.0,-2139500.0,-10000.0,0.37668690732203236,15.0
777000.0,-2139500.0,-10000.0,-8.644933717008362,15.0
787000.0,-2139500.0,-10000.0,-19.566603552539554,15.0
797000.0,-2139500.0,-10000.0,-19.018909259738507,15.0
807000.0,-2139500.0,-10000.0,-24.321430989067476,15.0
817000.0,-2139500.0,-10000.0,-37.17286401620884,15.0
867000.0,-2139500.0,-10000.0,-9.643446694434704,15.0
877000.0,-2139500.0,-10000.0,-5.096227405614247,15.0
887000.0,-2139500.0,-10000.0,-8.299122744123192,15.0
897000.0,-2139500.0,-10000.0,-3.3126464615964553,15.0
907000.0,-2139500.0,-10000.0,4.833139311287731,15.0
917000.0,-2139500.0,-10000.0,-0.6047502999592329,15.0
927000.0,-2139500.0,-10000.0,-13.18696562745231,15.0
937000.0,-2139500.0,-10000.0,-12.53037471233296,15.0
947000.0,-2139500.0,-10000.0,-5.315785258314589,15.0
957000.0,-2139500.0,-10000.0,5.103123219922354,15.0
967000.0,-2139500.0,-10000.0,12.088569101149886,15.0
977000.0,-2139500.0,-10000.0,8.822133801898062,15.0
987000.0,-2139500.0,-10000.0,1.7434020186710852,15.0
997000.0,-2139500.0,-10000.0,-3.0612104279705816,15.0
1007000.0,-2139500.0,-10000.0,-6.125915749757708,15.0
1017000.0,-2139500.0,-10000.0,2.5502449347072553,15.0
1027000.0,-2139500.0,-10000.0,32.14646425899647,15.0
1037000.0,-2139500.0,-10000.0,62.085810631107684,15.0
1047000.0,-2139500.0,-10000.0,60.75135022600592,15.0
1057000.0,-2139500.0,-10000.0,32.31854931509946,15.0
1067000.0,-2139500.0,-10000.0,-8.740436232993368,15.0
1077000.0,-2139500.0,-10000.0,-31.56754455112544,15.0
1397000.0,-2139500.0,-10000.0,-123.51070867908649,15.0
1407000.0,-2139500.0,-10000.0,-165.62501484387568,15.0
1417000.0,-2139500.0,-10000.0,-170.37248699170934,15.0
687000.0,-2129500.0,-10000.0,60.794197531664295,15.0
697000.0,-2129500.0,-10000.0,67.83703662465891,15.0
707000.0,-2129500.0,-10000.0,62.7525053344579,15.0
717000.0,-2129500.0,-10000.0,41.22894439431633,15.0
727000.0,-2129500.0,-10000.0,13.413121665769282,15.0
737000.0,-2129500.0,-10000.0,-4.684039964979417,15.0
747000.0,-2129500.0,-10000.0,-12.790784259278093,15.0
757000.0,-2129500.0,-10000.0,-16.056393055513833,15.0
767000.0,-2129500.0,-10000.0,-18.42444503648493,15.0
777000.0,-2129500.0,-10000.0,-28.426516966726293,15.0
787000.0,-2129500.0,-10000.0,-39.55653958177104,15.0
797000.0,-2129500.0,-10000.0,-43.740488971853324,15.0
807000.0,-2129500.0,-10000.0,-49.90294679809578,15.0
817000.0,-2129500.0,-10000.0,-60.36142519048846,15.0
827000.0,-2129500.0,-10000.0,-61.72750977060617,15.0
837000.0,-2129500.0,-10000.0,-58.257564804291285,15.0
847000.0,-2129500.0,-10000.0,-53.26486081460345,15.0
857000.0,-2129500.0,-10000.0,-46.005471372344324,15.0
867000.0,-2129500.0,-10000.0,-34.70653247867572,15.0
877000.0,-2129500.0,-10000.0,-24.004303094273986,15.0
887000.0,-2129500.0,-10000.0,-19.2058460924916,15.0
897000.0,-2129500.0,-10000.0,-12.940642757497498,15.0
907000.0,-2129500.0,-10000.0,-7.739524241816598,15.0
917000.0,-2129500.0,-10000.0,-16.30544506941354,15.0
927000.0,-2129500.0,-10000.0,-29.929960415242913,15.0
937000.0,-2129500.0,-10000.0,-29.487154476509634,15.0
947000.0,-2129500.0,-10000.0,-18.913134881056312,15.0
957000.0,-2129500.0,-10000.0,-6.690870014762264,15.0
967000.0,-2129500.0,-10000.0,0.1997874691355923,15.0
977000.0,-2129500.0,-10000.0,2.7483735487305316,15.0
987000.0,-2129500.0,-10000.0,3.356548577763645,15.0
997000.0,-2129500.0,-10000.0,3.6063126116351345,15.0
1007000.0,-2129500.0,-10000.0,8.153370392492409,15.0
1017000.0,-2129500.0,-10000.0,22.484588342080865,15.0
1027000.0,-2129500.0,-10000.0,51.44942374801516,15.0
1037000.0,-2129500.0,-10000.0,69.30580521007671,15.0
1047000.0,-2129500.0,-10000.0,47.469802252049675,15.0
1057000.0,-2129500.0,-10000.0,8.67645263529096,15.0
1067000.0,-2129500.0,-10000.0,-32.22652921835238,15.0
1077000.0,-2129500.0,-10000.0,-54.44704956075595,15.0
1087000.0,-2129500.0,-10000.0,-58.93426276505767,15.0
1097000.0,-2129500.0,-10000.0,-59.224282183655625,15.0
1107000.0,-2129500.0,-10000.0,-50.19199222447438,15.0
1167000.0,-2129500.0,-10000.0,-52.38947942082198,15.0
1387000.0,-2129500.0,-10000.0,-109.02639203788202,15.0
1397000.0,-2129500.0,-10000.0,-143.331414548474,15.0
1407000.0,-2129500.0,-10000.0,-165.50794519466572,15.0
1417000.0,-2129500.0,-10000.0,-182.59396165852638,15.0
1427000.0,-2129500.0,-10000.0,-183.04615047621084,15.0
447000.0,-2119500.0,-10000.0,22.968755703519196,15.0
457000.0,-2119500.0,-10000.0,26.87206651680927,15.0
467000.0,-2119500.0,-10000.0,31.78702127553441,15.0
477000.0,-2119500.0,-10000.0,25.657094635845006,15.0
487000.0,-2119500.0,-10000.0,14.503424616884455,15.0
497000.0,-2119500.0,-10000.0,3.2204005754435583,15.0
537000.0,-2119500.0,-10000.0,-37.079091731228765,15.0
677000.0,-2119500.0,-10000.0,49.95560190286284,15.0
687000.0,-2119500.0,-10000.0,61.42187933042763,15.0
697000.0,-2119500.0,-10000.0,74.28645767417753,15.0
707000.0,-2119500.0,-10000.0,71.12080641963347,15.0
717000.0,-2119500.0,-10000.0,37.93561601429539,15.0
727000.0,-2119500.0,-10000.0,-4.614980966638455,15.0
737000.0,-2119500.0,-10000.0,-23.131110616082076,15.0
747000.0,-2119500.0,-10000.0,-30.1899967371822,15.0
757000.0,-2119500.0,-10000.0,-32.799688075736626,15.0
767000.0,-2119500.0,-10000.0,-33.58551433637447,15.0
777000.0,-2119500.0,-10000.0,-37.95583593070178,15.0
787000.0,-2119500.0,-10000.0,-47.951138785626455,15.0
797000.0,-2119500.0,-10000.0,-58.40425341176675,15.0
807000.0,-2119500.0,-10000.0,-70.76915780722797,15.0
817000.0,-2119500.0,-10000.0,-78.79435653425843,15.0
827000.0,-2119500.0,-10000.0,-77.06049901627934,15.0
837000.0,-2119500.0,-10000.0,-72.8998068050567,15.0
847000.0,-2119500.0,-10000.0,-67.10623675614079,15.0
857000.0,-2119500.0,-10000.0,-54.855724509089185,15.0
867000.0,-2119500.0,-10000.0,-32.071339491759126,15.0
877000.0,-2119500.0,-10000.0,-3.120092065868126,15.0
887000.0,-2119500.0,-10000.0,14.633742907682421,15.0
897000.0,-2119500.0,-10000.0,13.755489092853912,15.0
907000.0,-2119500.0,-10000.0,-4.913616079218052,15.0
917000.0,-2119500.0,-10000.0,-29.141350479327993,15.0
927000.0,-2119500.0,-10000.0,-43.30484043662514,15.0
937000.0,-2119500.0,-10000.0,-41.94831580412089,15.0
947000.0,-2119500.0,-10000.0,-34.74806768330082,15.0
957000.0,-2119500.0,-10000.0,-27.029080928619234,15.0
967000.0,-2119500.0,-10000.0,-18.745569603474063,15.0
977000.0,-2119500.0,-10000.0,-11.047757322841182,15.0
987000.0,-2119500.0,-10000.0,-1.3206403542045773,15.0
997000.0,-2119500.0,-10000.0,9.056920362009846,15.0
1007000.0,-2119500.0,-10000.0,19.155492159491256,15.0
1017000.0,-2119500.0,-10000.0,28.28676153441684,15.0
1027000.0,-2119500.0,-10000.0,37.30742451121565,15.0
1037000.0,-2119500.0,-10000.0,32.01436701107576,15.0
1047000.0,-2119500.0,-10000.0,5.019806766869284,15.0
1057000.0,-2119500.0,-10000.0,-22.3232051263441,15.0
1067000.0,-2119500.0,-10000.0,-53.282035573293825,15.0
1077000.0,-2119500.0,-10000.0,-70.27936130318317,15.0
1087000.0,-2119500.0,-10000.0,-69.86492345793971,15.0
1097000.0,-2119500.0,-10000.0,-66.07807884983129,15.0
1107000.0,-2119500.0,-10000.0,-63.165797535942566,15.0
1117000.0,-2119500.0,-10000.0,-59.06372881262972,15.0
1127000.0,-2119500.0,-10000.0,-57.586983738283635,15.0
1137000.0,-2119500.0,-10000.0,-56.12609045730491,15.0
1157000.0,-2119500.0,-10000.0,-71.62286656975778,15.0
1167000.0,-2119500.0,-10000.0,-89.23883761609545,15.0
1177000.0,-2119500.0,-10000.0,-73.62921042682045,15.0
1377000.0,-2119500.0,-10000.0,-96.38428351807143,15.0
1387000.0,-2119500.0,-10000.0,-138.89357461952937,15.0
1397000.0,-2119500.0,-10000.0,-157.2307867352013,15.0
1407000.0,-2119500.0,-10000.0,-167.99858261171119,15.0
1417000.0,-2119500.0,-10000.0,-180.21361547953086,15.0
1427000.0,-2119500.0,-10000.0,-192.6242689922206,15.0
1437000.0,-2119500.0,-10000.0,-178.08375494179901,15.0
437000.0,-2109500.0,-10000.0,26.64594061720304,15.0
447000.0,-2109500.0,-10000.0,26.112665032913142,15.0
457000.0,-2109500.0,-10000.0,29.997430135859744,15.0
467000.0,-2109500.0,-10000.0,32.32782996019111,15.0
477000.0,-2109500.0,-10000.0,25.650183900578096,15.0
487000.0,-2109500.0,-10000.0,11.564371694083189,15.0
497000.0,-2109500.0,-10000.0,1.7918530440855442,15.0
507000.0,-2109500.0,-10000.0,-7.225531527243795,15.0
517000.0,-2109500.0,-10000.0,-14.121435734415465,15.0
527000.0,-2109500.0,-10000.0,-18.110922604220264,15.0
537000.0,-2109500.0,-10000.0,-20.822934565857853,15.0
547000.0,-2109500.0,-10000.0,-21.55466117562329,15.0
557000.0,-2109500.0,-10000.0,-15.730980403368562,15.0
567000.0,-2109500.0,-10000.0,-2.3228519719599063,15.0
577000.0,-2109500.0,-10000.0,1.2036555969082272,15.0
587000.0,-2109500.0,-10000.0,-8.17929391471273,15.0
597000.0,-2109500.0,-10000.0,-15.074963450228221,15.0
607000.0,-2109500.0,-10000.0,-10.054243424963218,15.0
617000.0,-2109500.0,-10000.0,-8.514036445786006,15.0
627000.0,-2109500.0,-10000.0,-5.842270195748688,15.0
637000.0,-2109500.0,-10000.0,-3.273953521574086,15.0
647000.0,-2109500.0,-10000.0,-2.1852043610515866,15.0
657000.0,-2109500.0,-10000.0,1.4675363653790638,15.0
667000.0,-2109500.0,-10000.0,12.921626791841383,15.0
677000.0,-2109500.0,-10000.0,35.01283529713227,15.0
687000.0,-2109500.0,-10000.0,63.355605171771934,15.0
697000.0,-2109500.0,-10000.0,81.82692653888705,15.0
707000.0,-2109500.0,-10000.0,72.191237622279,15.0
717000.0,-2109500.0,-10000.0,20.839999980832996,15.0
727000.0,-2109500.0,-10000.0,-24.72626278262479,15.0
737000.0,-2109500.0,-10000.0,-33.3891453121207,15.0
747000.0,-2109500.0,-10000.0,-33.69193151161233,15.0
757000.0,-2109500.0,-10000.0,-35.371699709748825,15.0
767000.0,-2109500.0,-10000.0,-38.48915200728267,15.0
777000.0,-2109500.0,-10000.0,-43.28351549677568,15.0
787000.0,-2109500.0,-10000.0,-54.93795697348933,15.0
797000.0,-2109500.0,-10000.0,-69.73350850592409,15.0
807000.0,-2109500.0,-10000.0,-81.9128288018501,15.0
817000.0,-2109500.0,-10000.0,-84.32871418900162,15.0
827000.0,-2109500.0,-10000.0,-81.15395753416203,15.0
837000.0,-2109500.0,-10000.0,-73.18160690119903,15.0
847000.0,-2109500.0,-10000.0,-57.77667581121194,15.0
857000.0,-2109500.0,-10000.0,-30.31579368088228,15.0
867000.0,-2109500.0,-10000.0,13.349051202742892,15.0
877000.0,-2109500.0,-10000.0,61.03045802476666,15.0
887000.0,-2109500.0,-10000.0,86.30348692562488,15.0
897000.0,-2109500.0,-10000.0,66.2249650297071,15.0
907000.0,-2109500.0,-10000.0,13.222680571349551,15.0
917000.0,-2109500.0,-10000.0,-29.996764253612685,15.0
927000.0,-2109500.0,-10000.0,-49.29865283326221,15.0
937000.0,-2109500.0,-10000.0,-49.91538192929939,15.0
947000.0,-2109500.0,-10000.0,-43.58503139659515,15.0
957000.0,-2109500.0,-10000.0,-37.27413736039058,15.0
967000.0,-2109500.0,-10000.0,-29.75182533284942,15.0
977000.0,-2109500.0,-10000.0,-17.93964466686631,15.0
987000.0,-2109500.0,-10000.0,-1.7452424358884797,15.0
997000.0,-2109500.0,-10000.0,15.360746781180385,15.0
1007000.0,-2109500.0,-10000.0,26.420673491712577,15.0
1017000.0,-2109500.0,-10000.0,28.02923515986843,15.0
1027000.0,-2109500.0,-10000.0,22.203564988092193,15.0
1037000.0,-2109500.0,-10000.0,7.722685089478478,15.0
1047000.0,-2109500.0,-10000.0,-7.398414465849169,15.0
1057000.0,-2109500.0,-10000.0,-21.262625681322593,15.0
1067000.0,-2109500.0,-10000.0,-50.5848697343551,15.0
1077000.0,-2109500.0,-10000.0,-71.19651429528064,15.0
1087000.0,-2109500.0,-10000.0,-69.3045415546403,15.0
1097000.0,-2109500.0,-10000.0,-60.31166058516524,15.0
1107000.0,-2109500.0,-10000.0,-57.24197786572025,15.0
1117000.0,-2109500.0,-10000.0,-62.21331735137434,15.0
1127000.0,-2109500.0,-10000.0,-69.10412777874934,15.0
1137000.0,-2109500.0,-10000.0,-70.88015312136318,15.0
1147000.0,-2109500.0,-10000.0,-68.0981032143554,15.0
1157000.0,-2109500.0,-10000.0,-70.49174230580466,15.0
1167000.0,-2109500.0,-10000.0,-77.83392608686407,15.0
1177000.0,-2109500.0,-10000.0,-82.54912242618599,15.0
1187000.0,-2109500.0,-10000.0,-67.9698706339511,15.0
1377000.0,-2109500.0,-10000.0,-113.32928971362269,15.0
1387000.0,-2109500.0,-10000.0,-146.35550383195826,15.0
1397000.0,-2109500.0,-10000.0,-161.35137885652622,15.0
1407000.0,-2109500.0,-10000.0,-170.57048179752366,15.0
1417000.0,-2109500.0,-10000.0,-178.558759495356,15.0
1427000.0,-2109500.0,-10000.0,-187.82672442404962,15.0
1437000.0,-2109500.0,-10000.0,-182.2554682819198,15.0
1447000.0,-2109500.0,-10000.0,-133.95097309261425,15.0
427000.0,-2099500.0,-10000.0,24.467773323906254,15.0
437000.0,-2099500.0,-10000.0,25.48392393230533,15.0
447000.0,-2099500.0,-10000.0,26.058410707114227,15.0
457000.0,-2099500.0,-10000.0,27.6739006461148,15.0
467000.0,-2099500.0,-10000.0,22.948420246108277,15.0
477000.0,-2099500.0,-10000.0,11.730687487888575,15.0
487000.0,-2099500.0,-10000.0,-1.1955333418979586,15.0
497000.0,-2099500.0,-10000.0,-11.000776177780718,15.0
507000.0,-2099500.0,-10000.0,-15.336692512753684,15.0
517000.0,-2099500.0,-10000.0,-15.348416344862697,15.0
527000.0,-2099500.0,-10000.0,-11.92848128588435,15.0
537000.0,-2099500.0,-10000.0,-7.6586945349857425,15.0
547000.0,-2099500.0,-10000.0,-4.417033497132022,15.0
557000.0,-2099500.0,-10000.0,-3.834646543479772,15.0
567000.0,-2099500.0,-10000.0,-3.0856858799680404,15.0
577000.0,-2099500.0,-10000.0,-6.103335813430207,15.0
587000.0,-2099500.0,-10000.0,-18.261287263157445,15.0
597000.0,-2099500.0,-10000.0,-30.86819685311177,15.0
607000.0,-2099500.0,-10000.0,-34.29523812648691,15.0
617000.0,-2099500.0,-10000.0,-33.66750857518039,15.0
627000.0,-2099500.0,-10000.0,-30.093955195310613,15.0
637000.0,-2099500.0,-10000.0,-27.262800157010016,15.0
647000.0,-2099500.0,-10000.0,-26.888440401127713,15.0
657000.0,-2099500.0,-10000.0,-21.04917191848323,15.0
667000.0,-2099500.0,-10000.0,-4.029292409473646,15.0
677000.0,-2099500.0,-10000.0,22.459210787971383,15.0
687000.0,-2099500.0,-10000.0,58.426637264216865,15.0
697000.0,-2099500.0,-10000.0,85.70149189624414,15.0
707000.0,-2099500.0,-10000.0,68.19820679210846,15.0
717000.0,-2099500.0,-10000.0,8.61204605259871,15.0
727000.0,-2099500.0,-10000.0,-36.88327313845543,15.0
737000.0,-2099500.0,-10000.0,-43.56106395889114,15.0
747000.0,-2099500.0,-10000.0,-42.843360941391616,15.0
757000.0,-2099500.0,-10000.0,-44.921543304574975,15.0
767000.0,-2099500.0,-10000.0,-49.357885892747184,15.0
777000.0,-2099500.0,-10000.0,-55.81025619158827,15.0
787000.0,-2099500.0,-10000.0,-66.66553423301261,15.0
797000.0,-2099500.0,-10000.0,-77.3346714267499,15.0
807000.0,-2099500.0,-10000.0,-81.27914022791002,15.0
817000.0,-2099500.0,-10000.0,-79.95109431934266,15.0
827000.0,-2099500.0,-10000.0,-73.54129040780258,15.0
837000.0,-2099500.0,-10000.0,-53.4476506458731,15.0
847000.0,-2099500.0,-10000.0,-17.125635332536458,15.0
857000.0,-2099500.0,-10000.0,34.13227013928816,15.0
867000.0,-2099500.0,-10000.0,93.55779141229245,15.0
877000.0,-2099500.0,-10000.0,137.99720075470023,15.0
887000.0,-2099500.0,-10000.0,140.5083120132533,15.0
897000.0,-2099500.0,-10000.0,95.01534489864542,15.0
907000.0,-2099500.0,-10000.0,26.103577954018665,15.0
917000.0,-2099500.0,-10000.0,-24.892896643106397,15.0
927000.0,-2099500.0,-10000.0,-48.9236787835919,15.0
937000.0,-2099500.0,-10000.0,-52.69992199142529,15.0
947000.0,-2099500.0,-10000.0,-46.19137812282863,15.0
957000.0,-2099500.0,-10000.0,-38.05326729093715,15.0
967000.0,-2099500.0,-10000.0,-30.045018798583577,15.0
977000.0,-2099500.0,-10000.0,-17.243069972494773,15.0
987000.0,-2099500.0,-10000.0,2.8427556631522357,15.0
997000.0,-2099500.0,-10000.0,24.883579050360197,15.0
1007000.0,-2099500.0,-10000.0,38.14584902375749,15.0
1017000.0,-2099500.0,-10000.0,36.288450320389764,15.0
1027000.0,-2099500.0,-10000.0,22.089722574107437,15.0
1037000.0,-2099500.0,-10000.0,2.297482264185613,15.0
1047000.0,-2099500.0,-10000.0,-6.265291269970195,15.0
1057000.0,-2099500.0,-10000.0,-15.23655972306739,15.0
1067000.0,-2099500.0,-10000.0,-47.74862638015366,15.0
1077000.0,-2099500.0,-10000.0,-70.00185822088316,15.0
1087000.0,-2099500.0,-10000.0,-69.73817694341056,15.0
1097000.0,-2099500.0,-10000.0,-61.64724489203899,15.0
1107000.0,-2099500.0,-10000.0,-59.0139524345653,15.0
1117000.0,-2099500.0,-10000.0,-64.15177088412831,15.0
1127000.0,-2099500.0,-10000.0,-69.4229363670455,15.0
1137000.0,-2099500.0,-10000.0,-68.9484031635051,15.0
1147000.0,-2099500.0,-10000.0,-64.3603488229183,15.0
1157000.0,-2099500.0,-10000.0,-61.08112466637966,15.0
1167000.0,-2099500.0,-10000.0,-63.07911094599747,15.0
1177000.0,-2099500.0,-10000.0,-70.39882263554782,15.0
1187000.0,-2099500.0,-10000.0,-77.43378483900378,15.0
1197000.0,-2099500.0,-10000.0,-60.89289765570855,15.0
1347000.0,-2099500.0,-10000.0,-61.4220846419299,15.0
1357000.0,-2099500.0,-10000.0,-81.74994397835752,15.0
1367000.0,-2099500.0,-10000.0,-93.29215265607445,15.0
1377000.0,-2099500.0,-10000.0,-115.7007631146027,15.0
1387000.0,-2099500.0,-10000.0,-137.4181907815836,15.0
1397000.0,-2099500.0,-10000.0,-152.83176557450616,15.0
1407000.0,-2099500.0,-10000.0,-165.11126393487416,15.0
1417000.0,-2099500.0,-10000.0,-174.76474587261563,15.0
1427000.0,-2099500.0,-10000.0,-180.26736422311993,15.0
1437000.0,-2099500.0,-10000.0,-167.77963822102228,15.0
1447000.0,-2099500.0,-10000.0,-117.54019203499698,15.0
427000.0,-2089500.0,-10000.0,23.400347561338275,15.0
437000.0,-2089500.0,-10000.0,20.824413779477247,15.0
447000.0,-2089500.0,-10000.0,21.76942734568291,15.0
457000.0,-2089500.0,-10000.0,20.79367971590676,15.0
467000.0,-2089500.0,-10000.0,13.562044373375398,15.0
477000.0,-2089500.0,-10000.0,2.9148948287416196,15.0
487000.0,-2089500.0,-10000.0,-5.92886649877666,15.0
497000.0,-2089500.0,-10000.0,-12.746648088283138,15.0
507000.0,-2089500.0,-10000.0,-16.357011321096515,15.0
517000.0,-2089500.0,-10000.0,-15.869862851077032,15.0
527000.0,-2089500.0,-10000.0,-2.936153843795119,15.0
537000.0,-2089500.0,-10000.0,8.028699908348226,15.0
547000.0,-2089500.0,-10000.0,3.3104749273506022,15.0
557000.0,-2089500.0,-10000.0,-13.05824689789133,15.0
567000.0,-2089500.0,-10000.0,-25.08577183776368,15.0
577000.0,-2089500.0,-10000.0,-28.2008457441241,15.0
587000.0,-2089500.0,-10000.0,-32.371020605429315,15.0
597000.0,-2089500.0,-10000.0,-38.45926546120278,15.0
607000.0,-2089500.0,-10000.0,-43.414305951036084,15.0
617000.0,-2089500.0,-10000.0,-45.409365435381886,15.0
627000.0,-2089500.0,-10000.0,-43.51839042589781,15.0
637000.0,-2089500.0,-10000.0,-40.30022939680482,15.0
647000.0,-2089500.0,-10000.0,-38.902560075614886,15.0
657000.0,-2089500.0,-10000.0,-33.087585908720314,15.0
667000.0,-2089500.0,-10000.0,-18.658584218487356,15.0
677000.0,-2089500.0,-10000.0,4.4869535813457695,15.0
687000.0,-2089500.0,-10000.0,47.55717152173114,15.0
697000.0,-2089500.0,-10000.0,79.81029630548086,15.0
707000.0,-2089500.0,-10000.0,48.04005933798993,15.0
717000.0,-2089500.0,-10000.0,-16.878366799317817,15.0
727000.0,-2089500.0,-10000.0,-52.73335624405792,15.0
737000.0,-2089500.0,-10000.0,-55.45329850095625,15.0
747000.0,-2089500.0,-10000.0,-53.494591640168096,15.0
757000.0,-2089500.0,-10000.0,-50.47654995239273,15.0
767000.0,-2089500.0,-10000.0,-51.293783060071924,15.0
777000.0,-2089500.0,-10000.0,-59.08434950212628,15.0
787000.0,-2089500.0,-10000.0,-69.00074633508062,15.0
797000.0,-2089500.0,-10000.0,-76.17023349522964,15.0
807000.0,-2089500.0,-10000.0,-77.47686502872574,15.0
817000.0,-2089500.0,-10000.0,-73.42501975628299,15.0
827000.0,-2089500.0,-10000.0,-59.597142232206785,15.0
837000.0,-2089500.0,-10000.0,-23.25015555544291,15.0
847000.0,-2089500.0,-10000.0,35.90616002855579,15.0
857000.0,-2089500.0,-10000.0,109.38780712167544,15.0
867000.0,-2089500.0,-10000.0,170.85837002135526,15.0
877000.0,-2089500.0,-10000.0,182.37252262749126,15.0
887000.0,-2089500.0,-10000.0,146.4755631067832,15.0
897000.0,-2089500.0,-10000.0,93.19315357319,15.0
907000.0,-2089500.0,-10000.0,33.10257448314617,15.0
917000.0,-2089500.0,-10000.0,-16.41867439923375,15.0
927000.0,-2089500.0,-10000.0,-44.11715986290245,15.0
937000.0,-2089500.0,-10000.0,-52.41211898333684,15.0
947000.0,-2089500.0,-10000.0,-48.25931679401716,15.0
957000.0,-2089500.0,-10000.0,-38.86292028196138,15.0
967000.0,-2089500.0,-10000.0,-29.603769445423396,15.0
977000.0,-2089500.0,-10000.0,-16.363537881541156,15.0
987000.0,-2089500.0,-10000.0,7.85065640220232,15.0
997000.0,-2089500.0,-10000.0,36.52110409326594,15.0
1007000.0,-2089500.0,-10000.0,52.24631305368234,15.0
1017000.0,-2089500.0,-10000.0,46.442386539709645,15.0
1027000.0,-2089500.0,-10000.0,24.77327775035007,15.0
1037000.0,-2089500.0,-10000.0,-3.974304744487254,15.0
1047000.0,-2089500.0,-10000.0,-23.22966476023424,15.0
1057000.0,-2089500.0,-10000.0,-36.40497601621889,15.0
1067000.0,-2089500.0,-10000.0,-58.16570560463065,15.0
1077000.0,-2089500.0,-10000.0,-72.5051835914541,15.0
1087000.0,-2089500.0,-10000.0,-73.2276130538746,15.0
1097000.0,-2089500.0,-10000.0,-68.41797435288296,15.0
1107000.0,-2089500.0,-10000.0,-66.3204214569667,15.0
1117000.0,-2089500.0,-10000.0,-70.09958903848587,15.0
1127000.0,-2089500.0,-10000.0,-73.8573009814693,15.0
1137000.0,-2089500.0,-10000.0,-72.40368246724042,15.0
1147000.0,-2089500.0,-10000.0,-66.68365788638879,15.0
1157000.0,-2089500.0,-10000.0,-60.66532975547484,15.0
1167000.0,-2089500.0,-10000.0,-56.89802961597261,15.0
