100749.95	7299.98	240.13
100749.93	7199.97	240.11
100750.02	7100.05	240.02
100750.01	6999.97	240
100750.02	6899.95	239.9
100749.99	6800.02	239.89
100750.01	6700.01	239.81
100749.95	6600.04	239.73
100749.99	6500.02	239.67
100749.93	6399.98	239.62
100750.05	6300.04	239.54
100749.93	6200.01	239.5
100750	6100.05	239.49
100750.02	5999.94	239.55
100750.05	5900.03	239.61
100750.08	5800	239.74
100750.01	5699.94	239.97
100749.95	5599.96	240.18
100750.04	5499.93	240.32
100750.07	5399.96	240.55
100750.07	5300.03	240.66
100750.06	5199.96	240.77
100749.98	5099.96	240.9
100749.92	5000.07	241.05
100750	4900.04	241.2
100750.01	4800	241.31
100750.04	4699.94	241.44
100750	4600.07	241.46
100750.05	4500.05	241.42
100750.04	4399.96	241.33
100749.97	4300.04	241.21
100750.03	4200.04	241.13
100749.94	4100	241.05
100750.06	3999.95	240.99
100249.99	7699.89	240.66
100250.02	7600.08	240.67
100250.05	7499.95	240.69
100249.95	7399.95	240.69
100250.07	7300.02	240.78
100249.97	7199.91	240.88
100249.97	7100	240.88
100249.92	7000.03	240.91
100249.94	6899.94	240.92
100250.06	6800	240.85
100250.04	6700.07	240.8
100250.02	6599.96	240.73
100249.98	6500.01	240.58
100250.01	6399.9	240.5
100249.98	6299.92	240.43
100249.95	6200	240.36
100249.99	6099.96	240.37
100250.07	6000.02	240.44
100249.99	5899.94	240.52
100250.07	5800.02	240.67
100250.06	5700.01	240.86
100250.1	5600.01	241
100250.07	5499.91	241.13
100250.07	5399.99	241.27
100249.97	5299.95	241.47
100249.99	5200.03	241.71
100249.97	5100.04	241.9
100249.96	4999.93	242.04
100250	4899.99	242.08
100250.08	4800.02	242.24
100250	4699.93	242.24
100250.02	4599.97	242.25
100250.07	4499.99	242.2
100250	4399.93	242.05
100249.99	4300.04	241.93
100250	4199.95	241.82
100250.06	4100.02	241.86
100249.92	3999.95	241.7
100249.94	3899.99	241.61
100249.99	3800.03	241.59
99750.04	5200.04	242.83
99750	5100.07	243.01
99750.03	5000.02	243.14
99749.93	4899.94	243.35
99749.86	4800.03	243.56
99749.99	4699.97	243.48
99750.02	4600.07	243.39
99750.04	4499.93	243.35
99749.97	4399.99	243.29
99750.02	4299.96	243.12
99749.98	4200.07	242.99
99749.95	4099.95	242.85
99749.96	3999.97	242.71
99749.94	3900.04	242.62
99749.94	3800.07	242.51
99749.95	3699.97	242.42
99749.98	3599.88	242.33
99749.98	3500.03	242.26
97750.03	10200	238.49
97749.89	10099.94	238.78
97749.97	10000.11	238.99
97750	9900	239.07
97750.03	9800.04	239.39
97750.02	9700.03	239.6
97750.02	9600.06	239.66
97750.01	9499.95	239.91
97749.96	9400	240.24
97749.98	9299.96	240.39
97750.01	9200.05	240.59
97750.04	9099.94	240.98
97749.95	8999.97	241.42
97750	8900.05	241.97
97749.98	8800.06	242.48
97750.12	8699.96	242.82
97750.05	8599.99	243.25
97750.03	8499.93	243.54
97750.06	8400.05	243.97
97750.01	8299.97	244.27
97749.98	8199.87	244.6
97749.96	8099.99	245.86
97749.99	8000.02	245.29
97749.96	7899.99	245.45
97750.1	7800.11	245.72
97749.91	7700.01	246.07
97749.99	7600.02	246.55
97750.01	7500.04	246.85
97749.95	7400.08	247.19
97750	7300.05	247.34
97750.18	7199.95	247.42
97749.96	7100.04	247.43
97750	6999.98	247.36
97750.06	6899.93	247.43
97750.01	6800.01	247.33
97750.01	6699.95	247.36
97750.03	6599.97	247.36
97749.93	6500.01	246.9
97749.99	6399.92	246.45
97749.96	6299.95	246.35
97749.97	6199.99	246.56
97749.98	6099.94	246.6
97750.05	6000.08	246.63
97750.02	5900	246.49
97749.97	5799.97	246.5
97750.02	5699.97	246.5
97749.95	5599.99	246.52
97750.02	5499.99	246.78
97749.98	5400	246.79
97750.02	5299.96	246.33
97749.89	5200.05	246.04
97749.93	5100.02	246.01
97750.08	4999.96	246.3
97749.99	4899.97	246.36
97749.93	4800.01	246.75
97750.02	4699.93	246.75
97749.95	4600.05	247.13
97750.07	4500.07	247.16
97749.99	4399.9	247.19
97750.05	4299.92	247.23
97749.98	4200.08	247.33
97749.98	4100.03	247.59
97749.91	3999.99	247.62
97750.05	3899.96	247.75
97750.06	3800.06	247.98
97750.01	3699.95	248.04
97750	3599.98	248.07
97749.95	3500.07	248.22
97750	3400.04	248.26
97750.14	3299.99	248.43
97750.02	3200.03	248.45
97750.04	3100.06	248.42
97749.89	2999.98	248.21
97749.98	2899.88	248.19
97749.94	2800.06	248.18
97749.95	2699.99	248.03
97750.01	2600.08	248.04
96250.07	10600.04	237.55
96249.93	10500.05	238.04
96250.04	10399.94	238.21
96250.04	10299.94	237.63
96250.02	10199.97	239.01
96250.03	10099.95	239.42
96250.02	9999.98	239.77
96249.95	9899.91	239.93
96249.93	9799.94	240.37
96250.09	9699.96	240.58
96250.05	9600.01	240.28
96249.93	9500.06	240.74
96250.04	9399.97	240.87
96250.01	9300.03	241.17
96250.01	9200.02	241.66
96250.04	9100.01	241.97
96250	9050.04	242.05
96250.05	9000.04	242.27
96249.97	8950	242.39
96250.02	8899.98	242.51
96249.9	8850.06	242.64
96250.05	8800.09	242.57
96250.01	8749.94	242.66
96249.88	8699.92	242.77
96249.93	8650.06	243.01
96249.95	8600.11	243.24
96249.97	8549.98	243.29
96249.98	8500.03	243.3
96250.04	8450.05	243.42
96249.99	8400.04	243.54
96250.02	8349.95	243.76
96250.06	8249.94	244.13
96249.94	8149.92	244.4
96250.1	8050.02	244.55
96250.02	7949.99	244.81
96250.02	7849.97	245.24
96249.94	7749.97	245.56
96249.99	7649.94	246.07
96250.03	7550	246.77
96250.02	7449.98	247.42
96249.98	7349.94	247.8
96249.97	7250.07	248.22
96250	7150.07	248.45
96249.98	7050.07	249.02
96250	6950.01	249.56
96250.04	6850.03	249.95
96249.95	6749.98	250.13
96249.95	6649.96	250.17
96249.99	6549.99	250.3
96249.96	6450.07	250.08
96250.02	6349.94	250.09
96250.07	6250.01	250.12
96250.08	6150.02	250.2
96250.01	6049.97	249.66
96249.94	5950	248.75
96249.94	5850.02	247.87
96250.08	5750.03	247
96250.04	5650.07	246.43
96249.98	5550	246.21
96249.98	5450	245.89
96249.97	5350	245.45
96250.02	5249.95	245.01
96249.96	5149.98	244.58
96250.03	5050.04	244.7
96249.96	4950.06	245.09
96250.05	4849.93	245.38
96250.1	4750.02	245.7
96250.02	4650.03	245.87
96249.95	4550	246.26
96250	4450.02	246.63
96250.02	4349.94	247.07
96249.9	4250.02	247.52
96249.95	4149.96	247.94
96250.06	4049.96	248.33
96249.97	3950	248.57
96249.97	3849.99	248.67
96249.98	3749.97	248.76
96250.02	3650.02	248.74
96249.95	3550.05	248.8
96250.02	3450	248.77
96249.98	3349.98	248.74
96250.05	3250	248.87
96250.02	3149.94	248.85
96249.99	3050.02	248.99
96250	2949.89	248.74
96250	2849.96	248.74
96250.01	2749.97	248.66
94999.94	10150.03	238.93
94999.99	10099.98	238.95
95000.1	10050.07	239.14
94999.96	10000.04	239.31
95000	9949.94	239.42
95000.03	9900.03	239.55
95000.02	9850.04	239.78
94999.97	9800.09	239.95
94999.92	9749.98	240.05
95000.08	9700	240.12
94999.98	9650.04	240.27
94999.93	9600.07	240.25
95000.08	9550	240.17
94999.98	9499.98	240.14
95000	9449.92	240.33
94999.96	9400.03	240.36
95000.06	9350.03	240.54
95000.02	9300.05	240.71
95000.04	9199.96	241.02
94999.99	9099.94	241.39
94999.94	9000.07	241.68
95000.02	8899.98	242.18
94500.02	6750.03	246.66
94500	6649.93	247.13
94499.99	6549.94	247.53
94500.04	6449.97	247.65
94500.04	6349.99	247.84
94499.94	6249.99	247.25
94500.01	6149.91	246.5
94499.96	6049.91	246.12
94499.99	5950.03	245.98
94500.02	5849.98	245.85
94499.94	5749.93	245.61
94500.04	5649.99	245.35
94500.02	5549.91	245.16
94499.95	5449.9	245
99750.04	7899.99	241.23
99749.96	7800.01	241.27
99749.99	7699.98	241.23
99749.98	7599.95	241.23
99750	7499.98	241.32
99749.99	7400.04	241.28
99749.97	7299.95	241.32
99749.95	7200.01	241.32
99749.98	7099.96	241.4
99750.02	7000	241.42
99749.99	6900.08	241.51
99750	6799.96	241.61
99749.94	6699.99	241.77
99750.01	6599.96	241.65
99750.01	6499.96	241.64
99749.94	6399.98	241.55
99749.97	6300.06	241.49
99750.01	6200.04	241.41
99749.98	6100	241.33
99750.09	6000.01	241.41
99750	5900	240.44
99749.99	5800	241.64
99750.02	5699.99	241.83
99750	5599.95	242.05
99750.07	5500	242.23
99749.97	5399.93	242.42
99749.99	5300	242.65
99250	7150.02	242.31
99250.01	7049.96	242.32
99249.95	6949.92	242.36
99250.05	6850.03	242.38
99249.97	6750.02	242.42
99250	6650	242.46
99250.06	6549.99	242.52
99250.05	6450.06	242.4
99249.97	6350.04	242.4
99250	6249.97	242.31
99249.96	6150.02	242.24
99250.04	6049.99	242.05
99250.07	5949.94	242.04
99249.95	5849.97	242.24
99249.98	5749.93	242.66
99250.02	5649.96	243.12
99250.06	5550.02	243.5
99250.02	5450.04	243.8
99250.02	5349.98	244.05
99250.04	5250.05	244.23
99250.04	5150.09	244.52
99249.97	5050.02	244.89
99250.04	4950.01	245.28
99250.03	4849.98	245.65
99249.91	4750.07	245.98
99249.98	4650.05	245.98
99249.99	4549.99	245.67
99250.03	4450.03	245.42
99250.06	4350.01	245.13
99250.04	4249.99	244.7
99250	4150	244.39
99250.02	4049.95	244.21
99249.93	3950	244.01
99249.91	3849.99	243.92
99249.97	3750	243.78
99250.07	3650.06	243.77
99250	3549.92	243.68
98749.93	6949.95	243.23
98749.93	6850.02	243.34
98750	6749.98	243.29
98749.93	6650.03	243.37
98749.98	6549.93	243.4
98749.96	6449.95	243.28
98749.96	6350	243.04
98749.92	6249.99	242.99
98749.97	6150.04	242.87
98750.01	6049.93	242.74
98750.02	5949.97	242.61
98749.9	5849.92	244.17
98749.95	5750.01	244.81
98749.86	5649.94	245.01
98749.99	5550.05	245.26
98749.98	5449.93	245.47
98750.03	5349.97	245.47
98749.92	5250.03	245.61
98750.01	5149.98	245.62
98750.04	5049.92	245.89
98750	4949.95	246.73
98750.03	4849.95	247.18
98749.97	4750.02	247.41
98750.04	4649.96	247.58
98749.92	4550.05	247.46
98749.98	4450	247.19
98749.97	4350.09	247.05
98749.96	4249.99	247.03
98750.02	4150.03	246.87
98749.97	4049.95	246.83
98750	3949.97	246.7
98749.95	3849.94	246.43
98749.97	3749.93	246.24
98749.93	3649.99	246.14
98749.98	3549.99	245.84
98750	3450.02	245.71
98750.03	3350.04	245.55
98749.98	3249.97	245.4
98749.95	3150.04	245.26
98749.91	3049.97	245.18
98250.07	6999.99	244.84
98250	6899.93	244.69
98250	6799.98	244.62
98249.96	6699.95	244.58
98250.03	6600.05	244.56
98249.96	6499.9	244.49
98249.97	6400	244.38
98249.95	6300.06	244.23
98250.05	6200.1	244.41
98250.07	6099.99	244.69
98249.98	6000.04	244.72
98250.01	5899.99	244.67
98250.04	5799.97	245.75
98249.99	5700.05	246.07
98250.05	5599.96	246.07
98249.91	5500.02	246.16
98250.02	5400.03	246.03
98250	5299.96	246.53
98249.93	5199.92	246.93
98249.98	5099.95	247.19
98249.93	5000.09	247.28
98249.99	4899.98	247.37
98249.96	4800.05	247.59
98250	4699.97	247.75
98250.06	4599.96	247.5
98250.04	4500.05	247.54
98250.01	4400.03	247.43
98250.03	4299.95	247.46
98249.96	4200.09	247.41
98250.03	4100.02	247.26
98249.94	4000.09	247.22
98250.01	3900.05	247.24
98250.08	3799.95	247.2
98249.94	3700.01	247.38
98249.97	3600.03	247.48
98250.03	3500.06	247.62
98250.03	3400.03	247.59
98250.03	3299.97	247.72
98250.07	3200.04	247.9
98249.99	3100	247.79
98250.01	3000.01	247.83
98249.98	2900.01	247.66
98250.04	2799.99	247.63
98250.02	2699.98	247.32
97249.97	6950.01	247.11
97249.98	6850	249.22
97249.99	6750	249.44
97250.01	6649.99	249.32
97249.86	6550.07	249.54
97250	6449.98	249.2
97249.94	6349.91	249
97250.05	6250.05	248.66
97249.98	6150.08	248.13
97249.94	6050.07	247.95
97249.98	5950.06	247.66
97249.99	5849.95	247.33
97250.01	5749.91	247.03
97249.99	5649.98	247
97249.89	5549.97	246.95
97249.98	5450.03	246.33
97249.95	5349.99	245.81
97249.99	5249.98	245.21
97250.05	5150.02	244.74
97250.01	5050.02	244.79
97250	4950.02	245.13
97250.04	4849.96	245.62
97250	4749.95	246
97250.02	4650.05	246.26
97250.06	4549.95	246.63
97250.05	4450.01	245.9
97249.96	4350.04	247.07
97249.98	4250.06	247.39
97250.02	4149.95	247.52
97249.97	4049.92	247.57
97249.95	3950.1	247.66
97249.94	3849.93	247.77
97250.03	3750.04	248.13
97249.94	3649.98	248.42
97249.96	3549.96	248.51
97250.09	3449.96	248.55
97250.01	3350	248.61
97249.97	3249.95	248.73
97249.98	3150.04	248.69
97250.02	3049.96	248.72
97250.05	2949.99	248.68
97249.94	2849.94	248.54
96750.08	6999.98	249.08
96750	6900.09	249.44
96750.02	6800.07	249.75
96749.98	6699.99	250.07
96750.05	6599.97	250.19
96750	6499.9	250.39
96750.01	6400.06	250.57
96750	6299.97	250.38
96749.93	6199.99	250.38
96750.02	6100.04	250.46
96749.95	6000.07	250.49
96749.99	5899.96	250.25
96749.99	5800	250.02
96749.98	5699.96	249.19
96749.99	5600.01	248.39
96749.93	5499.98	247.66
96749.97	5400	246.93
96750.02	5300	245.82
96749.99	5200.03	244.96
96750.11	5100.05	244.7
96750.04	5000.03	244.79
96750	4900.03	245.17
96749.93	4799.95	245.6
96750.02	4699.95	246.19
96750	4599.9	246.5
96750.09	4500.01	246.77
96750.03	4399.95	246.99
96750.01	4300	247.53
96750.07	4199.98	248.07
96750.05	4100.04	248.26
96749.91	4000.1	248.46
96750.08	3900.08	248.38
96750	3799.98	248.47
96750.03	3699.91	248.54
96750.05	3600.05	248.51
96749.97	3499.98	248.56
96749.97	3399.95	248.67
96750.06	3299.99	248.87
96749.97	3200.06	248.99
96750.03	3099.95	248.85
96750.07	2999.99	249.04
96750.06	2899.98	248.78
96749.98	2799.98	248.73
95500.01	6950.01	247.97
95500.01	6850.06	248.56
95500	6750.05	248.98
95500.05	6649.99	249.12
95499.96	6549.9	249.18
95500.1	6449.99	248.66
95500.07	6349.94	248.22
95500.02	6250.08	247.71
95500.02	6150.01	247.19
95500	6049.99	246.7
95500.02	5949.96	246.35
95499.96	5849.92	246.18
95499.97	5749.98	245.69
95499.93	5650	245.64
95499.98	5549.94	245.48
95500.05	5449.93	245.18
95500.02	5350.05	244.94
95500.06	5250.04	244.89
95500.07	5149.94	243.85
95500.07	5049.92	243.93
95499.92	4949.97	243.73
95500.03	4850.02	243.63
95499.98	4750.02	244.03
95500.05	4650.01	244.84
95500.04	4549.96	244.71
95500.03	4450.06	245.42
95499.98	4350.02	246.39
95499.99	4249.96	246.75
95500.02	4149.93	247.11
95499.99	4049.98	246.58
95499.96	3950.05	248
95500.02	3850.09	248.34
95499.97	3750.05	248.79
95499.95	3650.07	248.92
95499.98	3549.97	249.07
95500.04	3449.87	248.99
95500.07	3349.95	249
95500.01	3249.94	248.86
94500	5349.93	244.73
94499.96	5249.97	244.37
94499.98	5149.95	244.1
94499.97	5049.9	244.1
94500.02	4949.93	244.06
94499.96	4849.95	244.05
94500	4749.91	244.13
94500.02	4650.06	244.18
94500.04	4549.94	244.4
94500	4449.97	244.68
94500.02	4349.95	245.25
94499.96	4250.05	245.74
94500.02	4149.88	246.28
94500.04	4049.94	246.76
94499.95	3950.01	247.3
94499.95	3849.8	247.81
94500	3750.06	247.98
94000.01	6649.98	246.1
94000.02	6550.07	246.09
93999.9	6449.91	246.44
94000.02	6350.1	246.86
93999.96	6250.06	247.08
94000.04	6149.93	247.13
93999.98	6049.97	247.39
94000.01	5950.05	247.09
94000.07	5850.03	246.23
94000.03	5750.08	245.54
94000.04	5650.01	245.08
93999.96	5549.94	244.89
93999.91	5449.93	244.7
94000.02	5349.96	244.51
94000.07	5250.04	244.47
93999.88	5150.04	244.57
93999.91	5049.99	244.57
94000.01	4949.99	244.57
94000.03	4850.04	244.52
93999.99	4749.95	244.62
94000.07	4650.04	244.55
94000.07	4549.96	244.67
94000.04	4449.97	244.86
94000.01	4350.1	245.27
94000.03	4250.04	245.77
94000.15	4150.11	246.19
94000.07	4049.99	246.64
93999.93	3950.04	247.05
93250.01	6199.98	245.6
93250.05	6100.02	246.23
93249.99	5999.98	246.66
93250.07	5900.01	246.32
93249.95	5799.99	246.1
93250.03	5699.96	245.92
93250	5599.88	245.87
93249.95	5499.96	245.46
93250	5400.04	245.12
93250.03	5299.96	244.98
93250.04	5200.02	244.87
93249.99	5099.9	244.86
93250.04	4999.91	245.07
93250.05	4900.08	245.24
93249.98	4799.96	245.56
93250.09	4699.92	245.71
93250.05	4599.95	245.85
93250.03	4499.85	245.75
93250.02	4399.89	245.74
93250.03	4299.98	245.86
93250.04	4200.09	246.24
93249.99	4099.93	246.54
93249.93	4000.16	246.88
92500.01	7599.93	242.86
92500.06	7500.04	243.01
92499.96	7400.01	243.02
92499.98	7300.04	242.99
92500.01	7200.02	242.82
92499.93	7100.06	242.61
92499.97	6999.93	242.42
92500.11	6899.99	242.34
92499.94	6800.04	243.47
92499.94	6699.99	242.55
92500	6600.06	242.88
92500.03	6500.06	243.26
92499.95	6399.97	243.56
92499.92	6300.03	243.7
92499.94	6199.91	243.71
92500.01	6099.88	243.76
92500.01	5999.93	243.93
92499.95	5900.01	244.16
92499.94	5800.03	244.41
92499.98	5700.01	244.73
92499.97	5599.93	244.95
92500	5499.91	244.96
92500.01	5399.93	244.77
92499.91	5300.01	244.77
92500	5200	244.62
92499.97	5099.96	245.15
92499.98	4999.92	245.5
92499.97	4899.95	245.75
92500.01	4799.96	245.97
92500.09	4699.95	246.09
92499.99	4599.96	246.23
92500.06	4500.02	246.26
92500.04	4399.91	246.24
92499.99	4299.91	246.32
92499.96	4200	246.47
91499.94	6000.05	243.19
91500	5899.95	243.26
91500	5799.98	243.94
91500.05	5699.99	244.24
91500	5600.03	244.44
91500.04	5499.95	244.52
91500.02	5400.01	244.56
91500.07	5299.96	244.62
91500.01	5200.03	244.58
91500	5100.02	244.59
91499.99	4999.95	244.7
91500.01	4899.94	244.74
91500	4800.05	244.88
91500	4700.06	245.04
91500.01	4599.91	245.19
91500.01	4500.09	245.43
91499.99	4399.96	246.19
91500.08	4299.94	246.11
91499.99	4200.03	246.48
91500.01	4100.06	246.5
91500.04	4000	246.8
90499.98	5800.04	242.59
90500.07	5699.92	242.92
90500.06	5599.99	243.21
90500.04	5499.94	243.52
90499.96	5400.06	243.86
90499.93	5300.1	244.21
90500.05	5199.98	244.24
90499.99	5100.04	244.33
90500.05	5000.09	244.37
90500	4900.05	244.29
90500.07	4800.07	244.31
90499.98	4700.03	244.29
90499.99	4600.02	244.34
90500.05	4500.05	244.41
90500.03	4400.08	244.43
90500.05	4299.99	244.48
90500	4199.97	244.65
90499.96	4100.07	245.08
90500.02	3999.98	245.97
90499.95	3900	246.59
90500.09	3800	247.09
90500.08	3700.07	247.42
90500	3599.98	247.6
90500.01	3499.97	247.92
90500.02	3400.02	247.92
90500.01	3300.05	247.95
92500.04	7799.98	242.34
92500.03	7900.02	242.04
92499.96	8000.03	241.75
92500.04	8100.02	241.59
92500.03	8199.98	241.3
92499.98	8299.99	241.08
92500.09	8400.02	241.05
92500.06	8499.99	241.19
92500.07	8599.96	241.37
92500.03	8699.9	241.46
92500	8799.91	240.99
93500.04	8850.03	241.36
93500.04	8750	241.52
93499.9	8649.9	241.85
93499.93	8549.94	242.05
93499.97	8450.08	242.34
93500	8350	242.43
93500.1	8249.99	242.74
93500.03	8150	242.94
93500	8050.03	243.27
93500.02	7950	243.44
93500.07	7849.98	242.62
93499.98	7750	243.77
93750.07	9199.98	240.52
93749.98	9250.01	240.4
93749.95	9299.85	240.13
93749.96	9350	239.98
93749.98	9400.04	240.09
93750.03	9449.95	240.11
93750.03	9499.92	240.05
93749.98	9550.05	239.92
93750.05	9600	239.79
93749.95	9649.97	239.73
93750.01	9699.97	239.77
93750.04	9750.03	239.59
94499.98	7550.01	244.5
94500.02	7450	244.54
94499.98	7349.99	244.71
94500.03	7249.91	244.96
94499.94	7150.02	245.12
94499.98	7049.95	245.49
94500.02	6949.96	245.88
94499.97	6850.12	246.23
94999.97	3399.94	248.65
95000.01	3299.95	248.43
94999.94	3200.11	248.53
95000.03	3099.99	248.69
95000.11	2999.97	248.87
94999.95	2899.95	248.94
94999.93	2799.99	248.92
94999.98	2700.02	248.7
95000.02	2599.94	248.38
94999.95	2499.95	248.3
95000.01	2399.98	248.14
96250	1749.97	247.56
96249.98	1649.97	247.4
96249.95	1549.99	247.37
96249.96	1450.07	247.22
96250	1350.06	247.22
96249.96	1250.01	247
96249.96	1150.01	246.93
96250.09	1049.94	246.85
96500.01	7800.03	245.6
96500	7700.06	246.1
96500.07	7600.07	246.71
96500	7500.02	247.25
96499.97	7399.97	247.71
96499.97	7300.04	248.2
96499.98	7200.01	248.58
96500.01	7099.97	248.77
96499.97	6999.99	249.21
96500.04	6900.03	249.59
96500.02	6800.03	249.78
96500.02	6700.03	250.25
96500.06	6600.01	250.6
96500.03	6500.03	250.37
96500.05	6400.1	250.52
96500	6299.98	250.53
96499.99	6199.92	250.42
96499.99	6099.99	250.4
96499.95	6000.06	250.37
96500.01	5899.95	249.79
96499.95	5800.02	248.91
96499.98	5700.02	248.14
96500.04	5599.96	247.54
96500.02	5500	246.89
96499.92	5400.11	246.29
96500.01	5300.03	245.65
96500	5200.07	244.9
96499.94	5100	244.63
96500.07	5000.05	245.01
96499.98	4899.99	245.36
96499.95	4800.04	245.74
96499.95	4700.05	245.93
96500.04	4599.98	246.28
96500.01	4500.04	246.62
96500.02	4399.91	246.96
96499.97	4299.88	247.57
96500.01	4200.03	247.93
96499.99	4100.02	248.18
96499.96	3999.95	248.37
96499.96	3900	248.53
96499.93	3800.04	248.69
96499.99	3699.99	248.7
96499.98	3600.04	248.67
96500.01	3499.95	248.72
96500	3399.98	248.75
96499.94	3300.08	248.83
97750.01	2499.98	247.87
97749.96	2400.08	247.8
97750.02	2300.09	247.77
97749.96	2199.98	247.66
97749.98	2100.05	247.49
97750.06	2000.1	247.27
97750.01	1900.11	247.14
97750.07	1800.02	247.04
97749.94	1700	246.93
97750.05	1600.07	246.92
97750.01	1500.02	246.82
97750.04	1399.99	246.76
97749.95	1300.03	246.79
97749.98	1199.94	246.77
97750.02	1099.9	246.82
97750.02	1000.01	246.75
94999.94	2300.08	248.08
95000.06	2199.88	247.81
95000.06	2100	247.66
95000.17	2000.01	247.34
95000.01	1900.08	247.21
94999.96	1799.93	247.09
94999.94	1699.95	246.99
95000.08	1599.99	246.8
94999.91	1500.09	246.6
96250	2650.07	248.63
96249.99	2550.04	248.42
96249.94	2449.97	248.36
96249.98	2349.99	248.25
96250.04	2249.92	248.17
96250.03	2149.96	248.12
96250.04	2049.95	247.94
96249.97	1949.89	247.81
96250.04	1849.99	247.67
96500.06	3200.1	248.97
96499.91	3100.1	249.25
96499.97	3000.04	248.84
96499.98	2900.11	248.69
96500.05	2800.03	248.63
96499.99	2700.01	248.72
96499.95	2600.07	248.51
96499.89	2499.95	248.32
96999.89	5500.04	246.84
96999.96	5399.87	246.24
96999.98	5300.02	245.57
96999.92	5199.86	244.93
97000	5100.05	244.68
97000	5000	244.74
97000	4899.92	245.17
96999.96	4799.96	245.76
96999.96	4699.9	246.19
97000.03	4600.13	246.52
96999.91	4499.93	246.85
97000.06	4400.06	247.25
97000.01	4299.95	247.45
96999.98	4199.99	247.66
97000.04	4099.93	247.75
96999.95	4000.05	247.99
96999.97	3900.05	248.39
97000.01	3800.11	248.35
97000.04	3699.94	248.26
97000.08	3600.06	248.31
97000.07	3500.02	248.49
97000.04	3399.91	248.55
97000.01	3299.89	248.79
97000.09	3200.01	248.8
96999.95	3099.93	248.85
97000.05	3000.02	248.8
97000.06	2900.07	248.73
97000.07	2799.99	248.62
96999.94	2700.04	248.6
97000.05	2600.08	248.27
96999.97	2499.95	248.23
94499.98	7550.01	244.5
94500.02	7450	244.54
94499.98	7349.99	244.71
94500.03	7249.91	244.96
94499.94	7150.02	245.12
94499.98	7049.95	245.49
94500.02	6949.96	245.88
94499.97	6850.12	246.23
96749.96	7099.99	248.99
96749.93	7200.07	248.82
96750.02	7299.89	248.45
96750.01	7399.93	248.1
96750.01	7500.04	247.56
96749.96	7600.02	246.9
96749.91	7699.94	246.15
96750.06	7800	245.7
96750	7899.89	245.32
96750.1	7999.98	245
95999.97	7549.97	246.25
95999.91	7449.96	246.91
96000.01	7349.98	247.52
96000.08	7249.98	247.88
96000.04	7150	248.23
96000	7050.04	248.64
95999.94	6950	248.88
95999.94	6849.98	249.28
95999.92	6750.05	249.47
