Filename,x,y,Base
AGAP_BAS_Grav_grid,3358425.029514,982784.472083,981970.73
AGAP_BAS_Grav_grid,3358435.919871,982784.472083,981970.73
AGAP_BAS_Grav_grid,3358446.889108,982784.472083,981970.73
AGAP_BAS_Grav_grid,3358457.99927,982784.472083,981970.73
AGAP_BAS_Grav_grid,3358469.258053,982784.472083,981970.73
AGAP_BAS_Grav_grid,3358480.597353,982784.472083,981970.73
AGAP_BAS_Grav_grid,3358491.92407,982784.472083,981970.73
AGAP_BAS_Grav_grid,3358503.220866,982784.472083,981970.73
AGAP_BAS_Grav_grid,3358514.542633,982784.472083,981970.73
AGAP_BAS_Grav_grid,3358525.903479,982784.472083,981970.73
AGAP_BAS_Grav_grid,3358537.331261,982784.472083,981970.73
AGAP_BAS_Grav_grid,3358548.8992,982784.472083,981970.73
AGAP_BAS_Grav_grid,3357937.453375,982722.033627,981970.73
AGAP_BAS_Grav_grid,3357950.836562,982722.033627,981970.73
AGAP_BAS_Grav_grid,3357964.433063,982722.033627,981970.73
AGAP_BAS_Grav_grid,3357978.231504,982722.033627,981970.73
AGAP_BAS_Grav_grid,3357992.249051,982722.033627,981970.73
AGAP_BAS_Grav_grid,3358006.484629,982722.033627,981970.73
AGAP_BAS_Grav_grid,3358020.948488,982722.033627,981970.73
AGAP_BAS_Grav_grid,3358035.611123,982722.033627,981970.73
AGAP_BAS_Grav_grid,3358050.45022,982722.033627,981970.73
AGAP_BAS_Grav_grid,3358065.486537,982722.033627,981970.73
AGAP_BAS_Grav_grid,3358080.766138,982722.033627,981970.73
AGAP_BAS_Grav_grid,3358096.271515,982722.033627,981970.73
AGAP_BAS_Grav_grid,3358111.956831,982722.033627,981970.73
AGAP_BAS_Grav_grid,3358127.810727,982722.033627,981970.73
AGAP_BAS_Grav_grid,3358143.803868,982722.033627,981970.73
AGAP_BAS_Grav_grid,3358159.888754,982722.033627,981970.73
AGAP_BAS_Grav_grid,3358175.947773,982722.033627,981970.73
AGAP_BAS_Grav_grid,3358191.909156,982722.033627,981970.73
AGAP_BAS_Grav_grid,3358207.710778,982722.033627,981970.73
AGAP_BAS_Grav_grid,3358223.26713,982722.033627,981970.73
AGAP_BAS_Grav_grid,3358238.436329,982722.033627,981970.73
AGAP_BAS_Grav_grid,3358253.133232,982722.033627,981970.73
AGAP_BAS_Grav_grid,3358267.293975,982722.033627,981970.73
AGAP_BAS_Grav_grid,3358280.846046,982722.033627,981970.73
AGAP_BAS_Grav_grid,3358293.729076,982722.033627,981970.73
AGAP_BAS_Grav_grid,3358305.965269,982722.033627,981970.73
AGAP_BAS_Grav_grid,3358317.675471,982722.033627,981970.73
AGAP_BAS_Grav_grid,3358328.901914,982722.033627,981970.73
AGAP_BAS_Grav_grid,3358339.759997,982722.033627,981970.73
AGAP_BAS_Grav_grid,3358350.437191,982722.033627,981970.73
AGAP_BAS_Grav_grid,3358361.034585,982722.033627,981970.73
AGAP_BAS_Grav_grid,3358371.580211,982722.033627,981970.73
AGAP_BAS_Grav_grid,3358382.141219,982722.033627,981970.73
AGAP_BAS_Grav_grid,3358392.771463,982722.033627,981970.73
AGAP_BAS_Grav_grid,3358403.467682,982722.033627,981970.73
AGAP_BAS_Grav_grid,3358414.223504,982722.033627,981970.73
AGAP_BAS_Grav_grid,3358425.029514,982722.033627,981970.73
AGAP_BAS_Grav_grid,3358435.919871,982722.033627,981970.73
AGAP_BAS_Grav_grid,3358446.889108,982722.033627,981970.73
AGAP_BAS_Grav_grid,3358457.99927,982722.033627,981970.73
AGAP_BAS_Grav_grid,3358469.258053,982722.033627,981970.73
AGAP_BAS_Grav_grid,3358480.597353,982722.033627,981970.73
AGAP_BAS_Grav_grid,3358491.92407,982722.033627,981970.73
AGAP_BAS_Grav_grid,3358503.220866,982722.033627,981970.73
AGAP_BAS_Grav_grid,3358514.542633,982722.033627,981970.73
AGAP_BAS_Grav_grid,3358525.903479,982722.033627,981970.73
AGAP_BAS_Grav_grid,3358537.331261,982722.033627,981970.73
AGAP_BAS_Grav_grid,3358548.8992,982722.033627,981970.73
AGAP_BAS_Grav_grid,3357937.453375,982659.593771,981970.73
AGAP_BAS_Grav_grid,3357950.836562,982659.593771,981970.73
AGAP_BAS_Grav_grid,3357964.433063,982659.593771,981970.73
AGAP_BAS_Grav_grid,3357978.231504,982659.593771,981970.73
AGAP_BAS_Grav_grid,3357992.249051,982659.593771,981970.73
AGAP_BAS_Grav_grid,3358006.484629,982659.593771,981970.73
AGAP_BAS_Grav_grid,3358020.948488,982659.593771,981970.73
AGAP_BAS_Grav_grid,3358035.611123,982659.593771,981970.73
AGAP_BAS_Grav_grid,3358050.45022,982659.593771,981970.73
AGAP_BAS_Grav_grid,3358065.486537,982659.593771,981970.73
AGAP_BAS_Grav_grid,3358080.766138,982659.593771,981970.73
AGAP_BAS_Grav_grid,3358096.271515,982659.593771,981970.73
AGAP_BAS_Grav_grid,3358111.956831,982659.593771,981970.73
AGAP_BAS_Grav_grid,3358127.810727,982659.593771,981970.73
AGAP_BAS_Grav_grid,3358143.803868,982659.593771,981970.73
AGAP_BAS_Grav_grid,3358159.888754,982659.593771,981970.73
AGAP_BAS_Grav_grid,3358175.947773,982659.593771,981970.73
AGAP_BAS_Grav_grid,3358191.909156,982659.593771,981970.73
AGAP_BAS_Grav_grid,3358207.710778,982659.593771,981970.73
AGAP_BAS_Grav_grid,3358223.26713,982659.593771,981970.73
AGAP_BAS_Grav_grid,3358238.436329,982659.593771,981970.73
AGAP_BAS_Grav_grid,3358253.133232,982659.593771,981970.73
AGAP_BAS_Grav_grid,3358267.293975,982659.593771,981970.73
AGAP_BAS_Grav_grid,3358280.846046,982659.593771,981970.73
AGAP_BAS_Grav_grid,3358293.729076,982659.593771,981970.73
AGAP_BAS_Grav_grid,3358305.965269,982659.593771,981970.73
AGAP_BAS_Grav_grid,3358317.675471,982659.593771,981970.73
AGAP_BAS_Grav_grid,3358328.901914,982659.593771,981970.73
AGAP_BAS_Grav_grid,3358339.759997,982659.593771,981970.73
AGAP_BAS_Grav_grid,3358350.437191,982659.593771,981970.73
AGAP_BAS_Grav_grid,3358361.034585,982659.593771,981970.73
AGAP_BAS_Grav_grid,3358371.580211,982659.593771,981970.73
AGAP_BAS_Grav_grid,3358382.141219,982659.593771,981970.73
AGAP_BAS_Grav_grid,3358392.771463,982659.593771,981970.73
AGAP_BAS_Grav_grid,3358403.467682,982659.593771,981970.73
AGAP_BAS_Grav_grid,3358414.223504,982659.593771,981970.73
AGAP_BAS_Grav_grid,3358425.029514,982659.593771,981970.73
AGAP_BAS_Grav_grid,3358435.919871,982659.593771,981970.73
AGAP_BAS_Grav_grid,3358446.889108,982659.593771,981970.73
AGAP_BAS_Grav_grid,3358457.99927,982659.593771,981970.73
AGAP_BAS_Grav_grid,3358469.258053,982659.593771,981970.73
AGAP_BAS_Grav_grid,3358480.597353,982659.593771,981970.73
AGAP_BAS_Grav_grid,3358491.92407,982659.593771,981970.73
AGAP_BAS_Grav_grid,3358503.220866,982659.593771,981970.73
AGAP_BAS_Grav_grid,3358514.542633,982659.593771,981970.73
AGAP_BAS_Grav_grid,3358525.903479,982659.593771,981970.73
AGAP_BAS_Grav_grid,3358537.331261,982659.593771,981970.73
AGAP_BAS_Grav_grid,3358548.8992,982659.593771,981970.73
AGAP_BAS_Grav_grid,3357937.453375,982597.16663,981970.73
AGAP_BAS_Grav_grid,3357950.836562,982597.16663,981970.73
AGAP_BAS_Grav_grid,3357964.433063,982597.16663,981970.73
AGAP_BAS_Grav_grid,3357978.231504,982597.16663,981970.73
AGAP_BAS_Grav_grid,3357992.249051,982597.16663,981970.73
AGAP_BAS_Grav_grid,3358006.484629,982597.16663,981970.73
AGAP_BAS_Grav_grid,3358020.948488,982597.16663,981970.73
AGAP_BAS_Grav_grid,3358035.611123,982597.16663,981970.73
AGAP_BAS_Grav_grid,3358050.45022,982597.16663,981970.73
AGAP_BAS_Grav_grid,3358065.486537,982597.16663,981970.73
AGAP_BAS_Grav_grid,3358080.766138,982597.16663,981970.73
AGAP_BAS_Grav_grid,3358096.271515,982597.16663,981970.73
AGAP_BAS_Grav_grid,3358111.956831,982597.16663,981970.73
AGAP_BAS_Grav_grid,3358127.810727,982597.16663,981970.73
AGAP_BAS_Grav_grid,3358143.803868,982597.16663,981970.73
AGAP_BAS_Grav_grid,3358159.888754,982597.16663,981970.73
AGAP_BAS_Grav_grid,3358175.947773,982597.16663,981970.73
AGAP_BAS_Grav_grid,3358191.909156,982597.16663,981970.73
AGAP_BAS_Grav_grid,3358207.710778,982597.16663,981970.73
AGAP_BAS_Grav_grid,3358223.26713,982597.16663,981970.73
AGAP_BAS_Grav_grid,3358238.436329,982597.16663,981970.73
AGAP_BAS_Grav_grid,3358253.133232,982597.16663,981970.73
AGAP_BAS_Grav_grid,3358267.293975,982597.16663,981970.73
AGAP_BAS_Grav_grid,3358280.846046,982597.16663,981970.73
AGAP_BAS_Grav_grid,3358293.729076,982597.16663,981970.73
AGAP_BAS_Grav_grid,3358305.965269,982597.16663,981970.73
AGAP_BAS_Grav_grid,3358317.675471,982597.16663,981970.73
AGAP_BAS_Grav_grid,3358328.901914,982597.16663,981970.73
AGAP_BAS_Grav_grid,3358339.759997,982597.16663,981970.73
AGAP_BAS_Grav_grid,3358350.437191,982597.16663,981970.73
AGAP_BAS_Grav_grid,3358361.034585,982597.16663,981970.73
AGAP_BAS_Grav_grid,3358371.580211,982597.16663,981970.73
AGAP_BAS_Grav_grid,3358382.141219,982597.16663,981970.73
AGAP_BAS_Grav_grid,3358392.771463,982597.16663,981970.73
AGAP_BAS_Grav_grid,3358403.467682,982597.16663,981970.73
AGAP_BAS_Grav_grid,3358414.223504,982597.16663,981970.73
AGAP_BAS_Grav_grid,3358425.029514,982597.16663,981970.73
AGAP_BAS_Grav_grid,3358435.919871,982597.16663,981970.73
AGAP_BAS_Grav_grid,3358446.889108,982597.16663,981970.73
AGAP_BAS_Grav_grid,3358457.99927,982597.16663,981970.73
AGAP_BAS_Grav_grid,3358469.258053,982597.16663,981970.73
AGAP_BAS_Grav_grid,3358480.597353,982597.16663,981970.73
AGAP_BAS_Grav_grid,3358491.92407,982597.16663,981970.73
AGAP_BAS_Grav_grid,3358503.220866,982597.16663,981970.73
AGAP_BAS_Grav_grid,3358514.542633,982597.16663,981970.73
AGAP_BAS_Grav_grid,3358525.903479,982597.16663,981970.73
AGAP_BAS_Grav_grid,3358537.331261,982597.16663,981970.73
AGAP_BAS_Grav_grid,3358548.8992,982597.16663,981970.73
AGAP_BAS_Grav_grid,3357937.453375,982534.76009,981970.73
AGAP_BAS_Grav_grid,3357950.836562,982534.76009,981970.73
AGAP_BAS_Grav_grid,3357964.433063,982534.76009,981970.73
AGAP_BAS_Grav_grid,3357978.231504,982534.76009,981970.73
AGAP_BAS_Grav_grid,3357992.249051,982534.76009,981970.73
AGAP_BAS_Grav_grid,3358006.484629,982534.76009,981970.73
AGAP_BAS_Grav_grid,3358020.948488,982534.76009,981970.73
AGAP_BAS_Grav_grid,3358035.611123,982534.76009,981970.73
AGAP_BAS_Grav_grid,3358050.45022,982534.76009,981970.73
AGAP_BAS_Grav_grid,3358065.486537,982534.76009,981970.73
AGAP_BAS_Grav_grid,3358080.766138,982534.76009,981970.73
AGAP_BAS_Grav_grid,3358096.271515,982534.76009,981970.73
AGAP_BAS_Grav_grid,3358111.956831,982534.76009,981970.73
AGAP_BAS_Grav_grid,3358127.810727,982534.76009,981970.73
AGAP_BAS_Grav_grid,3358143.803868,982534.76009,981970.73
AGAP_BAS_Grav_grid,3358159.888754,982534.76009,981970.73
AGAP_BAS_Grav_grid,3358175.947773,982534.76009,981970.73
AGAP_BAS_Grav_grid,3358191.909156,982534.76009,981970.73
AGAP_BAS_Grav_grid,3358207.710778,982534.76009,981970.73
AGAP_BAS_Grav_grid,3358223.26713,982534.76009,981970.73
AGAP_BAS_Grav_grid,3358238.436329,982534.76009,981970.73
AGAP_BAS_Grav_grid,3358253.133232,982534.76009,981970.73
AGAP_BAS_Grav_grid,3358267.293975,982534.76009,981970.73
AGAP_BAS_Grav_grid,3358280.846046,982534.76009,981970.73
AGAP_BAS_Grav_grid,3358293.729076,982534.76009,981970.73
AGAP_BAS_Grav_grid,3358305.965269,982534.76009,981970.73
AGAP_BAS_Grav_grid,3358317.675471,982534.76009,981970.73
AGAP_BAS_Grav_grid,3358328.901914,982534.76009,981970.73
AGAP_BAS_Grav_grid,3358339.759997,982534.76009,981970.73
AGAP_BAS_Grav_grid,3358350.437191,982534.76009,981970.73
AGAP_BAS_Grav_grid,3358361.034585,982534.76009,981970.73
AGAP_BAS_Grav_grid,3358371.580211,982534.76009,981970.73
AGAP_BAS_Grav_grid,3358382.141219,982534.76009,981970.73
AGAP_BAS_Grav_grid,3358392.771463,982534.76009,981970.73
AGAP_BAS_Grav_grid,3358403.467682,982534.76009,981970.73
AGAP_BAS_Grav_grid,3358414.223504,982534.76009,981970.73
AGAP_BAS_Grav_grid,3358425.029514,982534.76009,981970.73
AGAP_BAS_Grav_grid,3358435.919871,982534.76009,981970.73
AGAP_BAS_Grav_grid,3358446.889108,982534.76009,981970.73
AGAP_BAS_Grav_grid,3358457.99927,982534.76009,981970.73
AGAP_BAS_Grav_grid,3358469.258053,982534.76009,981970.73
AGAP_BAS_Grav_grid,3358480.597353,982534.76009,981970.73
AGAP_BAS_Grav_grid,3358491.92407,982534.76009,981970.73
AGAP_BAS_Grav_grid,3358503.220866,982534.76009,981970.73
AGAP_BAS_Grav_grid,3358514.542633,982534.76009,981970.73
AGAP_BAS_Grav_grid,3358525.903479,982534.76009,981970.73
AGAP_BAS_Grav_grid,3358537.331261,982534.76009,981970.73
AGAP_BAS_Grav_grid,3358548.8992,982534.76009,981970.73
AGAP_BAS_Grav_grid,3357937.453375,982472.39892,981970.73
AGAP_BAS_Grav_grid,3357950.836562,982472.39892,981970.73
AGAP_BAS_Grav_grid,3357964.433063,982472.39892,981970.73
AGAP_BAS_Grav_grid,3357978.231504,982472.39892,981970.73
AGAP_BAS_Grav_grid,3357992.249051,982472.39892,981970.73
AGAP_BAS_Grav_grid,3358006.484629,982472.39892,981970.73
AGAP_BAS_Grav_grid,3358020.948488,982472.39892,981970.73
AGAP_BAS_Grav_grid,3358035.611123,982472.39892,981970.73
AGAP_BAS_Grav_grid,3358050.45022,982472.39892,981970.73
AGAP_BAS_Grav_grid,3358065.486537,982472.39892,981970.73
AGAP_BAS_Grav_grid,3358080.766138,982472.39892,981970.73
AGAP_BAS_Grav_grid,3358096.271515,982472.39892,981970.73
AGAP_BAS_Grav_grid,3358111.956831,982472.39892,981970.73
AGAP_BAS_Grav_grid,3358127.810727,982472.39892,981970.73
AGAP_BAS_Grav_grid,3358143.803868,982472.39892,981970.73
AGAP_BAS_Grav_grid,3358159.888754,982472.39892,981970.73
AGAP_BAS_Grav_grid,3358175.947773,982472.39892,981970.73
AGAP_BAS_Grav_grid,3358191.909156,982472.39892,981970.73
AGAP_BAS_Grav_grid,3358207.710778,982472.39892,981970.73
AGAP_BAS_Grav_grid,3358223.26713,982472.39892,981970.73
AGAP_BAS_Grav_grid,3358238.436329,982472.39892,981970.73
AGAP_BAS_Grav_grid,3358253.133232,982472.39892,981970.73
AGAP_BAS_Grav_grid,3358267.293975,982472.39892,981970.73
AGAP_BAS_Grav_grid,3358280.846046,982472.39892,981970.73
AGAP_BAS_Grav_grid,3358293.729076,982472.39892,981970.73
AGAP_BAS_Grav_grid,3358305.965269,982472.39892,981970.73
AGAP_BAS_Grav_grid,3358317.675471,982472.39892,981970.73
AGAP_BAS_Grav_grid,3358328.901914,982472.39892,981970.73
AGAP_BAS_Grav_grid,3358339.759997,982472.39892,981970.73
AGAP_BAS_Grav_grid,3358350.437191,982472.39892,981970.73
AGAP_BAS_Grav_grid,3358361.034585,982472.39892,981970.73
AGAP_BAS_Grav_grid,3358371.580211,982472.39892,981970.73
AGAP_BAS_Grav_grid,3358382.141219,982472.39892,981970.73
AGAP_BAS_Grav_grid,3358392.771463,982472.39892,981970.73
AGAP_BAS_Grav_grid,3358403.467682,982472.39892,981970.73
AGAP_BAS_Grav_grid,3358414.223504,982472.39892,981970.73
AGAP_BAS_Grav_grid,3358425.029514,982472.39892,981970.73
AGAP_BAS_Grav_grid,3358435.919871,982472.39892,981970.73
AGAP_BAS_Grav_grid,3358446.889108,982472.39892,981970.73
AGAP_BAS_Grav_grid,3358457.99927,982472.39892,981970.73
AGAP_BAS_Grav_grid,3358469.258053,982472.39892,981970.73
AGAP_BAS_Grav_grid,3358480.597353,982472.39892,981970.73
AGAP_BAS_Grav_grid,3358491.92407,982472.39892,981970.73
AGAP_BAS_Grav_grid,3358503.220866,982472.39892,981970.73
AGAP_BAS_Grav_grid,3358514.542633,982472.39892,981970.73
AGAP_BAS_Grav_grid,3358525.903479,982472.39892,981970.73
AGAP_BAS_Grav_grid,3358537.331261,982472.39892,981970.73
AGAP_BAS_Grav_grid,3358548.8992,982472.39892,981970.73
AGAP_BAS_Grav_grid,3357937.453375,982410.09573,981970.73
AGAP_BAS_Grav_grid,3357950.836562,982410.09573,981970.73
AGAP_BAS_Grav_grid,3357964.433063,982410.09573,981970.73
AGAP_BAS_Grav_grid,3357978.231504,982410.09573,981970.73
AGAP_BAS_Grav_grid,3357992.249051,982410.09573,981970.73
AGAP_BAS_Grav_grid,3358006.484629,982410.09573,981970.73
AGAP_BAS_Grav_grid,3358020.948488,982410.09573,981970.73
AGAP_BAS_Grav_grid,3358035.611123,982410.09573,981970.73
AGAP_BAS_Grav_grid,3358050.45022,982410.09573,981970.73
AGAP_BAS_Grav_grid,3358065.486537,982410.09573,981970.73
AGAP_BAS_Grav_grid,3358080.766138,982410.09573,981970.73
AGAP_BAS_Grav_grid,3358096.271515,982410.09573,981970.73
AGAP_BAS_Grav_grid,3358111.956831,982410.09573,981970.73
AGAP_BAS_Grav_grid,3358127.810727,982410.09573,981970.73
AGAP_BAS_Grav_grid,3358143.803868,982410.09573,981970.73
AGAP_BAS_Grav_grid,3358159.888754,982410.09573,981970.73
AGAP_BAS_Grav_grid,3358175.947773,982410.09573,981970.73
AGAP_BAS_Grav_grid,3358191.909156,982410.09573,981970.73
AGAP_BAS_Grav_grid,3358207.710778,982410.09573,981970.73
AGAP_BAS_Grav_grid,3358223.26713,982410.09573,981970.73
AGAP_BAS_Grav_grid,3358238.436329,982410.09573,981970.73
AGAP_BAS_Grav_grid,3358253.133232,982410.09573,981970.73
AGAP_BAS_Grav_grid,3358267.293975,982410.09573,981970.73
AGAP_BAS_Grav_grid,3358280.846046,982410.09573,981970.73
AGAP_BAS_Grav_grid,3358293.729076,982410.09573,981970.73
AGAP_BAS_Grav_grid,3358305.965269,982410.09573,981970.73
AGAP_BAS_Grav_grid,3358317.675471,982410.09573,981970.73
AGAP_BAS_Grav_grid,3358328.901914,982410.09573,981970.73
AGAP_BAS_Grav_grid,3358339.759997,982410.09573,981970.73
AGAP_BAS_Grav_grid,3358350.437191,982410.09573,981970.73
AGAP_BAS_Grav_grid,3358361.034585,982410.09573,981970.73
AGAP_BAS_Grav_grid,3358371.580211,982410.09573,981970.73
AGAP_BAS_Grav_grid,3358382.141219,982410.09573,981970.73
AGAP_BAS_Grav_grid,3358392.771463,982410.09573,981970.73
AGAP_BAS_Grav_grid,3358403.467682,982410.09573,981970.73
AGAP_BAS_Grav_grid,3358414.223504,982410.09573,981970.73
AGAP_BAS_Grav_grid,3358425.029514,982410.09573,981970.73
AGAP_BAS_Grav_grid,3358435.919871,982410.09573,981970.73
AGAP_BAS_Grav_grid,3358446.889108,982410.09573,981970.73
AGAP_BAS_Grav_grid,3358457.99927,982410.09573,981970.73
AGAP_BAS_Grav_grid,3358469.258053,982410.09573,981970.73
AGAP_BAS_Grav_grid,3358480.597353,982410.09573,981970.73
AGAP_BAS_Grav_grid,3358491.92407,982410.09573,981970.73
AGAP_BAS_Grav_grid,3358503.220866,982410.09573,981970.73
AGAP_BAS_Grav_grid,3358514.542633,982410.09573,981970.73
AGAP_BAS_Grav_grid,3358525.903479,982410.09573,981970.73
AGAP_BAS_Grav_grid,3358537.331261,982410.09573,981970.73
AGAP_BAS_Grav_grid,3358548.8992,982410.09573,981970.73
AGAP_BAS_Grav_grid,3357937.453375,982347.849316,981970.73
AGAP_BAS_Grav_grid,3357950.836562,982347.849316,981970.73
AGAP_BAS_Grav_grid,3357964.433063,982347.849316,981970.73
AGAP_BAS_Grav_grid,3357978.231504,982347.849316,981970.73
AGAP_BAS_Grav_grid,3357992.249051,982347.849316,981970.73
AGAP_BAS_Grav_grid,3358006.484629,982347.849316,981970.73
AGAP_BAS_Grav_grid,3358020.948488,982347.849316,981970.73
AGAP_BAS_Grav_grid,3358035.611123,982347.849316,981970.73
AGAP_BAS_Grav_grid,3358050.45022,982347.849316,981970.73
AGAP_BAS_Grav_grid,3358065.486537,982347.849316,981970.73
AGAP_BAS_Grav_grid,3358080.766138,982347.849316,981970.73
AGAP_BAS_Grav_grid,3358096.271515,982347.849316,981970.73
AGAP_BAS_Grav_grid,3358111.956831,982347.849316,981970.73
AGAP_BAS_Grav_grid,3358127.810727,982347.849316,981970.73
AGAP_BAS_Grav_grid,3358143.803868,982347.849316,981970.73
AGAP_BAS_Grav_grid,3358159.888754,982347.849316,981970.73
AGAP_BAS_Grav_grid,3358175.947773,982347.849316,981970.73
AGAP_BAS_Grav_grid,3358191.909156,982347.849316,981970.73
AGAP_BAS_Grav_grid,3358207.710778,982347.849316,981970.73
AGAP_BAS_Grav_grid,3358223.26713,982347.849316,981970.73
AGAP_BAS_Grav_grid,3358238.436329,982347.849316,981970.73
AGAP_BAS_Grav_grid,3358253.133232,982347.849316,981970.73
AGAP_BAS_Grav_grid,3358267.293975,982347.849316,981970.73
AGAP_BAS_Grav_grid,3358280.846046,982347.849316,981970.73
AGAP_BAS_Grav_grid,3358293.729076,982347.849316,981970.73
AGAP_BAS_Grav_grid,3358305.965269,982347.849316,981970.73
AGAP_BAS_Grav_grid,3358317.675471,982347.849316,981970.73
AGAP_BAS_Grav_grid,3358328.901914,982347.849316,981970.73
AGAP_BAS_Grav_grid,3358339.759997,982347.849316,981970.73
AGAP_BAS_Grav_grid,3358350.437191,982347.849316,981970.73
AGAP_BAS_Grav_grid,3358361.034585,982347.849316,981970.73
AGAP_BAS_Grav_grid,3358371.580211,982347.849316,981970.73
AGAP_BAS_Grav_grid,3358382.141219,982347.849316,981970.73
AGAP_BAS_Grav_grid,3358392.771463,982347.849316,981970.73
AGAP_BAS_Grav_grid,3358403.467682,982347.849316,981970.73
AGAP_BAS_Grav_grid,3358414.223504,982347.849316,981970.73
AGAP_BAS_Grav_grid,3358425.029514,982347.849316,981970.73
AGAP_BAS_Grav_grid,3358435.919871,982347.849316,981970.73
AGAP_BAS_Grav_grid,3358446.889108,982347.849316,981970.73
AGAP_BAS_Grav_grid,3358457.99927,982347.849316,981970.73
AGAP_BAS_Grav_grid,3358469.258053,982347.849316,981970.73
AGAP_BAS_Grav_grid,3358480.597353,982347.849316,981970.73
AGAP_BAS_Grav_grid,3358491.92407,982347.849316,981970.73
AGAP_BAS_Grav_grid,3358503.220866,982347.849316,981970.73
AGAP_BAS_Grav_grid,3358514.542633,982347.849316,981970.73
AGAP_BAS_Grav_grid,3358525.903479,982347.849316,981970.73
AGAP_BAS_Grav_grid,3358537.331261,982347.849316,981970.73
AGAP_BAS_Grav_grid,3358548.8992,982347.849316,981970.73
AGAP_BAS_Grav_grid,3357937.453375,982285.65214,981970.73
AGAP_BAS_Grav_grid,3357950.836562,982285.65214,981970.73
AGAP_BAS_Grav_grid,3357964.433063,982285.65214,981970.73
AGAP_BAS_Grav_grid,3357978.231504,982285.65214,981970.73
AGAP_BAS_Grav_grid,3357992.249051,982285.65214,981970.73
AGAP_BAS_Grav_grid,3358006.484629,982285.65214,981970.73
AGAP_BAS_Grav_grid,3358020.948488,982285.65214,981970.73
AGAP_BAS_Grav_grid,3358035.611123,982285.65214,981970.73
AGAP_BAS_Grav_grid,3358050.45022,982285.65214,981970.73
AGAP_BAS_Grav_grid,3358065.486537,982285.65214,981970.73
AGAP_BAS_Grav_grid,3358080.766138,982285.65214,981970.73
AGAP_BAS_Grav_grid,3358096.271515,982285.65214,981970.73
AGAP_BAS_Grav_grid,3358111.956831,982285.65214,981970.73
AGAP_BAS_Grav_grid,3358127.810727,982285.65214,981970.73
AGAP_BAS_Grav_grid,3358143.803868,982285.65214,981970.73
AGAP_BAS_Grav_grid,3358159.888754,982285.65214,981970.73
AGAP_BAS_Grav_grid,3358175.947773,982285.65214,981970.73
AGAP_BAS_Grav_grid,3358191.909156,982285.65214,981970.73
AGAP_BAS_Grav_grid,3358207.710778,982285.65214,981970.73
AGAP_BAS_Grav_grid,3358223.26713,982285.65214,981970.73
AGAP_BAS_Grav_grid,3358238.436329,982285.65214,981970.73
AGAP_BAS_Grav_grid,3358253.133232,982285.65214,981970.73
AGAP_BAS_Grav_grid,3358267.293975,982285.65214,981970.73
AGAP_BAS_Grav_grid,3358280.846046,982285.65214,981970.73
AGAP_BAS_Grav_grid,3358293.729076,982285.65214,981970.73
AGAP_BAS_Grav_grid,3358305.965269,982285.65214,981970.73
AGAP_BAS_Grav_grid,3358317.675471,982285.65214,981970.73
