DEPTH,AC,CAL,CNL,DEN,GR,RT,RXO,SP
240.0,77.182,8.983,30.492,2.371,63.287,2.0,2.0,
240.125,77.231,8.98,29.637,2.352,62.934,2.0,2.0,
240.25,77.855,8.975,27.818,2.332,58.785,2.0,2.0,
240.375,78.075,8.975,26.756,2.327,53.928,2.0,2.0,
240.5,77.513,8.981,26.489,2.338,48.148,2.0,2.0,
240.625,77.196,8.985,27.484,2.349,48.302,2.0,2.0,
240.75,77.412,8.987,29.07,2.356,49.705,2.0,2.0,
240.875,79.354,8.985,32.317,2.348,53.389,2.0,2.0,
241.0,81.562,8.982,34.89,2.33,56.96,2.0,2.0,
241.125,84.074,8.981,36.74,2.306,61.831,2.0,2.0,
241.25,86.682,8.979,37.253,2.279,69.054,2.0,2.0,
241.375,86.981,8.976,36.253,2.27,73.109,2.0,2.0,
241.5,84.972,8.975,34.985,2.277,77.32,2.0,2.0,
241.625,83.27,8.977,34.568,2.293,77.71,2.0,2.0,
241.75,81.082,8.979,32.856,2.32,76.745,2.0,2.0,
241.875,79.143,8.979,30.655,2.346,75.021,2.0,2.0,
242.0,78.084,8.979,29.818,2.36,73.597,2.0,2.0,
242.125,76.973,8.979,31.493,2.385,73.088,2.0,2.0,
242.25,76.542,8.98,32.92,2.399,73.296,2.0,2.0,
242.375,76.141,8.98,33.423,2.408,72.778,2.0,2.0,
242.5,75.749,8.983,31.409,2.403,69.557,2.0,2.0,
242.625,75.862,8.985,29.865,2.39,68.158,2.0,2.0,
242.75,76.206,8.987,28.964,2.375,68.904,2.0,2.0,
242.875,76.573,8.986,29.229,2.367,71.271,2.0,2.0,
243.0,76.893,8.984,30.233,2.369,73.289,2.0,2.0,
243.125,77.931,8.984,31.672,2.378,75.195,2.0,2.0,
243.25,78.619,8.988,31.993,2.386,75.388,2.0,2.0,
243.375,79.642,8.992,33.049,2.401,75.581,2.0,2.0,
243.5,80.405,8.993,34.569,2.406,75.748,2.0,2.0,
243.625,80.911,8.99,35.593,2.399,75.587,2.0,2.0,
243.75,80.957,8.984,34.639,2.38,75.265,2.0,2.0,
243.875,80.618,8.981,32.416,2.367,75.278,2.0,2.0,
244.0,80.473,8.978,30.325,2.354,75.35,2.0,2.0,
244.125,81.501,8.974,29.628,2.328,74.576,2.0,2.0,
244.25,82.505,8.972,31.085,2.316,73.601,2.0,2.0,
244.375,84.152,8.971,34.855,2.301,72.848,2.0,2.0,
244.5,85.092,8.971,37.451,2.287,72.748,2.0,2.0,
244.625,84.667,8.972,38.154,2.269,71.598,2.0,2.0,
244.75,82.256,8.972,36.935,2.252,68.162,2.0,2.0,
244.875,79.745,8.972,35.383,2.263,65.188,2.0,2.0,
245.0,76.32,8.971,33.621,2.336,61.563,2.0,2.0,
245.125,76.149,8.971,33.466,2.366,61.088,2.0,2.0,
245.25,77.735,8.972,33.667,2.299,60.938,2.0,2.0,
245.375,80.318,8.972,34.162,2.186,61.401,2.0,2.0,
245.5,82.744,8.971,35.167,2.129,63.296,2.0,2.0,
245.625,85.261,8.967,37.46,2.14,67.74,2.0,2.0,
245.75,87.368,8.961,40.811,2.179,74.004,2.0,2.0,
245.875,87.693,8.959,41.988,2.18,76.285,2.0,2.0,
246.0,87.163,8.961,41.389,2.156,76.193,2.0,2.0,
246.125,86.24,8.965,39.808,2.154,74.688,2.0,2.0,
246.25,84.443,8.969,37.908,2.166,72.146,2.0,2.0,
246.375,82.609,8.97,37.126,2.187,69.9,2.0,2.0,
246.5,81.629,8.969,37.526,2.205,69.12,2.0,2.0,
246.625,81.172,8.968,37.672,2.229,69.804,2.0,2.0,
246.75,81.407,8.968,37.268,2.237,70.649,2.0,2.0,
246.875,82.009,8.968,36.608,2.247,71.547,2.0,2.0,
247.0,82.411,8.967,36.364,2.25,71.643,2.0,2.0,
247.125,82.354,8.967,36.208,2.248,70.955,2.0,2.0,
247.25,81.422,8.966,35.684,2.237,69.01,2.0,2.0,
247.375,80.202,8.968,34.943,2.227,66.713,2.0,2.0,
247.5,79.511,8.97,34.301,2.221,65.394,2.0,2.0,
247.625,79.003,8.971,33.766,2.221,65.78,2.0,2.0,
247.75,79.132,8.97,34.309,2.223,67.007,2.0,2.0,
247.875,79.838,8.97,35.612,2.22,67.514,2.0,2.0,
248.0,80.104,8.97,35.919,2.214,66.081,2.0,2.0,
248.125,79.119,8.971,34.524,2.212,62.948,2.0,2.0,
248.25,76.738,8.971,31.829,2.218,58.738,2.0,2.0,
248.375,75.009,8.971,30.265,2.226,56.598,2.0,2.0,
248.5,72.681,8.972,28.96,2.241,53.096,2.0,2.0,
248.625,72.396,8.972,29.082,2.243,51.889,2.0,2.0,
248.75,73.053,8.973,29.707,2.241,51.891,2.0,2.0,
248.875,76.03,8.974,32.0,2.237,54.844,2.0,2.0,
249.0,78.911,8.974,34.461,2.236,58.149,2.0,2.0,
249.125,81.815,8.972,37.601,2.239,62.592,2.0,2.0,
249.25,85.014,8.97,41.525,2.247,69.503,2.0,2.0,
249.375,86.141,8.968,42.43,2.253,73.646,2.0,2.0,
249.5,86.317,8.969,41.092,2.259,76.917,2.0,2.0,
249.625,85.533,8.971,40.48,2.256,76.464,2.0,2.0,
249.75,83.93,8.974,40.467,2.25,75.261,2.0,2.0,
249.875,82.192,8.976,39.746,2.248,73.972,2.0,2.0,
250.0,80.997,8.976,37.53,2.249,72.427,2.0,2.0,
250.125,79.479,8.974,32.998,2.253,68.154,2.0,2.0,
250.25,79.261,8.972,31.982,2.254,66.925,2.0,2.0,
250.375,79.608,8.972,32.247,2.256,67.172,2.0,2.0,
250.5,81.338,8.972,35.021,2.257,69.335,2.0,2.0,
250.625,82.362,8.971,36.567,2.258,69.732,2.0,2.0,
250.75,83.31,8.963,37.074,2.263,69.981,2.0,2.0,
250.875,83.869,8.953,36.316,2.268,71.365,2.0,2.0,
251.0,83.898,8.947,35.235,2.274,73.611,2.0,2.0,
251.125,83.324,8.95,34.453,2.287,76.302,2.0,2.0,
251.25,83.086,8.957,34.876,2.292,76.049,2.0,2.0,
251.375,83.405,8.962,36.087,2.292,74.577,2.0,2.0,
251.5,84.006,8.962,36.2,2.284,74.152,2.0,2.0,
251.625,84.807,8.96,34.692,2.271,75.438,2.0,2.0,
251.75,85.623,8.96,32.742,2.258,77.974,2.0,2.0,
251.875,85.574,8.963,32.784,2.254,78.79,2.0,2.0,
252.0,84.988,8.965,33.696,2.253,78.231,2.0,2.0,
252.125,82.663,8.964,35.036,2.244,73.167,2.0,2.0,
252.25,81.011,8.961,34.875,2.238,68.726,2.0,2.0,
252.375,78.861,8.957,34.467,2.235,61.47,2.0,2.0,
252.5,78.081,8.954,34.341,2.237,57.829,2.0,2.0,
252.625,78.536,8.953,33.764,2.243,58.363,2.0,2.0,
252.75,79.62,8.951,32.238,2.25,62.477,2.0,2.0,
252.875,80.342,8.952,31.436,2.256,65.993,2.0,2.0,
253.0,82.072,8.955,31.601,2.263,71.271,2.0,2.0,
253.125,83.31,8.955,32.481,2.261,73.642,2.0,2.0,
253.25,85.061,8.954,34.368,2.253,76.222,2.0,2.0,
253.375,86.988,8.952,36.934,2.245,78.474,2.0,2.0,
253.5,88.741,8.951,39.22,2.242,80.01,2.0,2.0,
253.625,90.85,8.95,40.652,2.242,81.126,2.0,2.0,
253.75,92.86,8.95,40.875,2.243,81.238,2.0,2.0,
253.875,93.114,8.952,41.374,2.243,79.927,2.0,2.0,
254.0,91.719,8.95,43.627,2.243,76.23,2.0,2.0,
254.125,89.954,8.946,42.292,2.248,74.08,2.0,2.0,
254.25,86.774,8.942,37.982,2.267,70.691,2.0,2.0,328.502
254.375,83.45,8.939,34.219,2.292,67.278,2.0,2.0,328.502
254.5,81.256,8.94,32.721,2.307,65.289,2.0,2.0,327.752
254.625,78.054,8.944,31.148,2.312,63.695,2.0,2.0,325.523
254.75,76.66,8.946,30.465,2.317,63.777,2.0,2.0,324.091
254.875,75.542,8.947,30.197,2.346,63.764,2.0,2.0,320.846
255.0,75.771,8.947,30.632,2.375,63.409,2.0,2.0,317.222
255.125,76.999,8.962,31.329,2.369,63.39,2.0,2.0,312.858
255.25,78.988,9.084,32.097,2.294,66.135,2.0,2.0,304.79
255.375,80.882,9.31,32.669,2.237,71.937,2.0,2.0,295.81
255.5,82.279,9.525,33.073,2.285,78.69,2.0,2.0,289.351
255.625,85.15,9.741,34.772,2.457,93.764,2.0,2.0,279.168
255.75,86.773,9.734,35.55,2.504,101.985,2.333,1.897,275.514
255.875,89.359,9.676,35.038,2.494,110.855,6.897,4.365,272.427
256.0,91.297,9.67,34.433,2.476,114.382,11.554,7.376,271.202
256.125,92.955,9.747,34.756,2.472,115.407,14.146,9.775,270.962
256.25,94.296,9.934,35.84,2.466,116.659,13.848,11.183,271.025
256.375,94.233,10.098,36.169,2.454,117.943,11.816,10.869,271.164
256.5,93.405,10.322,34.568,2.436,120.251,9.336,10.085,270.426
256.625,92.491,10.33,33.485,2.436,121.234,9.153,10.0,269.908
256.75,91.183,10.304,32.993,2.443,121.648,9.245,10.054,269.515
256.875,89.761,10.457,33.408,2.444,120.1,9.55,10.252,268.825
257.0,89.863,10.745,34.177,2.434,117.912,9.813,10.409,268.355
257.125,91.218,11.091,35.051,2.415,115.614,10.112,10.538,268.026
257.25,92.883,11.383,35.798,2.398,112.755,10.559,10.699,267.668
257.375,92.945,11.425,35.963,2.394,110.89,10.874,10.809,267.328
257.5,91.48,11.539,36.982,2.366,107.453,11.407,10.988,266.119
257.625,90.592,11.715,38.913,2.321,106.278,11.657,11.057,265.466
257.75,89.519,12.047,42.757,2.251,106.742,11.958,11.12,264.441
257.875,88.988,12.376,45.913,2.2,108.828,12.209,11.145,263.449
258.0,89.622,12.521,46.203,2.194,111.226,12.323,11.112,263.023
258.125,91.205,12.436,42.676,2.223,114.181,12.469,10.989,262.657
258.25,91.065,12.278,39.717,2.246,114.438,12.612,10.958,263.177
258.375,90.287,12.091,37.079,2.271,114.364,12.855,11.0,264.319
258.5,88.126,11.681,33.478,2.342,114.568,13.724,11.357,268.287
258.625,86.279,11.372,31.224,2.396,113.782,14.663,11.814,271.328
258.75,82.939,10.889,27.629,2.472,110.211,16.816,12.897,275.584
258.875,79.663,10.445,24.312,2.543,105.885,19.588,14.298,279.568
259.0,77.925,10.219,22.618,2.585,103.747,21.918,15.469,281.64
259.125,76.133,10.026,21.175,2.633,101.338,25.203,17.219,283.561
259.25,75.721,9.998,21.01,2.641,99.064,25.726,17.705,284.026
259.375,75.957,10.002,21.243,2.641,95.671,24.235,17.596,285.137
259.5,76.469,10.02,21.249,2.638,94.984,22.326,17.147,286.699
259.625,77.007,10.042,20.614,2.638,96.839,20.514,16.536,289.495
259.75,77.441,10.069,19.465,2.64,99.64,18.766,15.785,294.62
259.875,77.497,10.088,18.925,2.638,100.769,18.032,15.349,298.522
260.0,77.723,10.124,18.807,2.63,101.554,17.314,14.857,302.458
260.125,80.806,10.339,20.27,2.599,104.392,15.624,13.549,308.472
260.25,84.119,10.558,21.759,2.575,106.733,14.492,12.61,311.068
260.375,88.56,10.845,24.011,2.539,108.817,12.877,11.199,314.115
260.5,90.139,10.886,24.912,2.523,108.246,12.035,10.435,315.618
260.625,88.954,10.675,24.318,2.53,105.149,11.967,10.346,316.464
260.75,84.715,10.35,22.607,2.561,100.962,12.684,10.975,317.401
260.875,80.442,10.243,21.485,2.583,99.331,13.718,11.945,317.743
261.0,74.69,10.308,20.85,2.576,98.437,15.79,13.999,318.244
261.125,74.626,10.528,21.561,2.519,99.236,16.271,14.566,318.496
261.25,78.601,11.047,23.383,2.395,99.965,15.493,14.0,319.109
261.375,84.555,11.618,25.448,2.279,99.563,13.851,12.6,319.743
261.5,88.604,11.923,26.985,2.238,98.366,12.394,11.302,320.296
261.625,90.756,11.963,28.694,2.253,98.699,11.124,10.149,321.155
261.75,91.397,11.744,30.073,2.332,102.93,10.163,9.252,322.022
261.875,90.859,11.618,29.864,2.402,107.635,10.036,9.121,322.521
262.0,90.115,11.882,29.713,2.481,115.398,10.072,9.19,323.186
262.125,91.853,12.218,31.016,2.48,118.053,9.957,9.143,323.243
262.25,96.161,12.406,34.162,2.443,118.722,9.519,8.811,323.445
262.375,99.904,12.248,37.343,2.391,117.095,8.985,8.359,323.54
262.5,100.942,11.874,39.124,2.347,114.871,8.671,8.065,323.671
262.625,99.757,11.247,41.673,2.283,113.491,8.5,7.866,323.437
262.75,98.266,11.13,42.168,2.26,113.637,8.565,7.896,323.203
262.875,96.787,11.369,41.496,2.237,112.61,8.787,8.043,322.997
263.0,96.377,11.748,40.676,2.225,111.222,8.985,8.178,322.796
263.125,95.887,12.168,39.57,2.221,109.854,9.159,8.293,322.904
263.25,94.552,12.614,37.725,2.234,108.161,9.387,8.436,322.978
263.375,93.509,12.827,36.275,2.257,107.087,9.591,8.552,322.983
263.5,93.456,12.728,36.095,2.278,107.829,9.713,8.603,322.932
263.625,93.357,12.223,35.61,2.313,111.646,9.94,8.674,322.316
263.75,92.758,11.851,34.04,2.339,112.323,10.126,8.755,321.909
263.875,90.576,11.153,30.173,2.406,108.225,10.614,9.059,321.031
264.0,87.963,10.646,27.222,2.456,102.761,11.098,9.41,320.235
264.125,84.523,10.32,24.914,2.484,95.446,11.669,9.893,319.423
264.25,80.493,10.085,22.884,2.504,85.191,12.388,10.554,318.504
264.375,79.029,10.038,22.489,2.519,79.218,12.734,10.908,318.103
264.5,77.979,10.01,22.777,2.545,71.324,13.192,11.401,317.799
264.625,77.814,10.003,23.0,2.554,69.858,13.446,11.668,317.565
264.75,77.666,9.997,22.999,2.563,70.492,13.735,11.97,317.38
264.875,78.042,10.01,22.586,2.587,75.362,14.105,12.417,316.733
265.0,79.618,10.067,22.429,2.602,80.775,14.14,12.573,316.007
265.125,83.793,10.254,23.263,2.58,86.885,13.593,12.229,315.297
265.25,90.892,10.686,25.734,2.493,94.492,12.357,11.263,314.316
265.375,95.492,11.12,27.846,2.409,99.36,11.389,10.402,313.897
265.5,100.98,11.906,28.823,2.28,109.215,9.922,8.962,312.82
265.625,100.302,12.008,27.197,2.241,113.566,9.518,8.509,312.13
265.75,95.268,11.547,25.077,2.266,115.495,9.582,8.49,310.999
265.875,89.008,10.823,23.605,2.353,113.672,10.075,8.913,309.495
266.0,84.956,10.346,22.779,2.429,108.677,10.705,9.52,308.226
266.125,80.863,9.987,21.225,2.514,93.3,11.896,10.765,305.641
266.25,80.585,9.951,20.815,2.536,84.282,12.364,11.311,304.487
266.375,81.299,9.946,20.866,2.536,77.512,12.611,11.649,303.671
266.5,82.961,9.945,21.597,2.507,72.11,12.586,11.742,303.036
266.625,83.205,9.945,21.692,2.492,70.69,12.51,11.671,303.522
266.75,82.921,9.945,21.204,2.487,69.651,12.54,11.646,304.435
266.875,82.485,9.944,20.491,2.493,69.831,12.665,11.685,305.661
267.0,82.139,9.941,19.949,2.502,70.799,12.809,11.749,306.653
267.125,81.274,9.932,19.157,2.515,71.195,13.179,11.948,307.895
267.25,80.742,9.927,18.758,2.517,70.319,13.455,12.108,308.712
267.375,79.917,9.921,18.153,2.513,68.385,13.957,12.38,310.148
267.5,79.239,9.921,17.81,2.51,67.092,14.355,12.579,311.175
267.625,78.551,9.934,17.819,2.521,67.531,14.752,12.779,312.1
267.75,78.149,9.98,18.124,2.543,71.218,15.167,12.99,313.528
267.875,78.791,10.045,18.387,2.554,76.393,15.211,12.985,314.401
268.0,80.065,10.134,18.767,2.556,83.639,15.059,12.843,315.015
268.125,83.208,10.372,21.001,2.538,99.324,14.362,12.274,315.698
268.25,85.045,10.557,23.262,2.526,106.296,13.866,11.867,316.063
268.375,86.944,10.812,26.455,2.507,111.543,13.142,11.247,316.476
268.5,87.24,10.889,27.434,2.494,113.433,12.762,10.905,316.507
268.625,86.425,10.847,26.915,2.481,115.156,12.72,10.851,316.8
268.75,85.219,10.857,26.093,2.475,116.859,12.929,11.021,317.408
268.875,84.638,10.951,25.705,2.481,116.181,13.171,11.239,317.842
269.0,84.181,10.94,25.029,2.495,113.956,13.669,11.689,318.404
269.125,84.037,10.714,24.156,2.505,113.605,13.99,11.966,318.927
269.25,83.181,10.329,22.477,2.539,113.045,14.58,12.454,319.86
269.375,81.793,10.014,21.077,2.583,111.551,15.316,13.066,320.69
269.5,80.492,9.895,20.743,2.61,109.778,15.977,13.636,321.432
269.625,78.931,9.835,20.879,2.634,108.64,16.795,14.396,322.239
269.75,77.381,9.809,21.018,2.659,108.242,17.703,15.317,323.179
269.875,77.395,9.831,20.896,2.665,107.945,17.928,15.631,323.531
270.0,79.616,9.951,20.907,2.636,106.936,17.423,15.361,324.273
270.125,81.561,10.066,21.202,2.599,107.199,16.713,14.761,324.71
270.25,83.632,10.179,21.963,2.544,108.345,15.711,13.815,324.945
270.375,84.638,10.183,22.631,2.508,108.259,14.99,13.06,325.224
270.5,84.188,10.067,22.421,2.51,105.584,14.932,12.886,325.311
270.625,81.016,9.801,20.056,2.564,97.768,16.127,13.703,325.332
270.75,78.438,9.708,18.674,2.601,94.242,17.512,14.821,325.175
270.875,74.966,9.636,17.684,2.644,92.467,20.494,17.401,325.122
271.0,73.265,9.6,17.535,2.661,92.877,22.819,19.5,325.287
271.125,72.665,9.579,17.587,2.662,93.582,24.404,21.029,325.162
271.25,72.75,9.566,17.476,2.655,93.306,25.442,22.212,324.771
271.375,73.608,9.561,17.43,2.646,92.485,25.412,22.464,324.346
271.5,74.814,9.563,17.775,2.641,92.365,24.467,21.783,324.096
271.625,77.281,9.58,19.175,2.638,95.669,21.895,19.576,323.682
271.75,78.458,9.594,19.809,2.637,99.088,20.566,18.348,323.599
271.875,79.52,9.6,19.755,2.633,104.799,19.18,16.967,323.521
272.0,79.719,9.587,19.31,2.631,108.028,18.67,16.376,323.428
272.125,78.935,9.56,18.901,2.632,108.378,19.034,16.552,323.128
272.25,76.933,9.526,18.476,2.638,105.692,20.422,17.622,322.627
272.375,75.218,9.513,18.092,2.644,102.387,21.935,18.933,322.518
272.5,72.748,9.504,17.119,2.651,96.673,24.837,21.667,322.718
272.625,72.322,9.511,16.788,2.652,95.096,25.7,22.655,323.325
272.75,72.771,9.53,16.852,2.649,94.488,25.645,22.879,323.836
272.875,75.734,9.612,18.145,2.628,95.504,23.468,21.351,324.404
273.0,78.779,9.707,19.879,2.603,97.964,21.05,19.413,324.884
273.125,81.484,9.79,22.188,2.575,102.621,18.588,17.273,324.902
273.25,84.016,9.824,24.926,2.553,109.408,16.01,14.948,324.885
273.375,84.805,9.777,25.918,2.558,112.806,15.047,14.049,324.776
273.5,84.886,9.654,26.668,2.587,115.4,14.113,13.167,325.136
273.625,84.584,9.608,26.882,2.602,115.634,13.866,12.936,325.273
273.75,84.71,9.578,27.112,2.61,115.346,13.677,12.745,325.603
273.875,85.307,9.578,27.237,2.61,114.839,13.568,12.604,326.156
274.0,85.858,9.609,27.114,2.604,114.25,13.559,12.54,326.51
274.125,85.826,9.683,26.03,2.586,112.681,13.746,12.566,327.419
274.25,85.078,9.684,24.914,2.574,111.834,13.987,12.69,327.718
274.375,83.887,9.641,23.586,2.566,110.459,14.356,12.922,328.149
274.5,80.745,9.503,21.545,2.57,105.634,15.469,13.726,328.556
274.625,78.697,9.446,20.959,2.583,102.602,16.379,14.441,328.548
274.75,76.429,9.414,20.289,2.606,99.231,17.826,15.63,328.57
274.875,74.913,9.403,19.426,2.628,96.156,19.237,16.816,328.395
275.0,74.424,9.404,18.641,2.637,93.704,20.074,17.541,328.299
275.125,73.842,9.41,17.974,2.64,88.789,21.091,18.473,328.5
275.25,73.557,9.414,18.222,2.638,86.693,21.416,18.812,328.659
275.375,73.687,9.432,19.076,2.644,84.999,21.462,18.984,328.956
275.5,74.493,9.458,19.73,2.651,85.001,21.115,18.795,329.179
275.625,76.516,9.498,20.524,2.649,88.475,20.136,18.045,329.247
275.75,80.044,9.576,21.888,2.63,96.677,18.358,16.591,329.218
275.875,82.612,9.672,22.914,2.606,102.899,17.077,15.478,328.937
276.0,85.287,9.823,23.996,2.582,108.001,15.85,14.366,328.691
276.125,89.565,10.24,26.03,2.552,110.903,14.151,12.703,328.171
276.25,90.963,10.455,27.0,2.539,110.603,13.573,12.069,327.544
276.375,90.738,10.549,27.444,2.519,111.415,13.33,11.644,326.848
276.5,89.075,10.424,27.015,2.511,112.814,13.592,11.72,326.235
276.625,85.753,10.12,25.898,2.533,112.136,14.54,12.402,325.484
276.75,80.567,9.731,23.667,2.583,106.9,16.437,13.874,324.93
276.875,77.39,9.58,21.838,2.61,101.276,18.059,15.2,324.78
277.0,73.558,9.478,19.327,2.655,92.951,21.142,17.833,325.292
277.125,73.05,9.476,18.692,2.673,91.068,22.341,18.911,325.603
277.25,73.714,9.498,18.366,2.673,91.382,22.776,19.37,326.357
277.375,74.974,9.533,18.266,2.663,93.668,22.301,19.048,327.216
277.5,76.221,9.564,18.453,2.658,96.674,21.37,18.307,327.679
277.625,77.891,9.604,19.465,2.658,100.938,20.049,17.238,328.227
277.75,79.997,9.67,21.675,2.656,107.59,18.332,15.84,328.609
277.875,81.231,9.747,23.39,2.637,112.838,17.377,15.06,328.912
278.0,84.104,10.082,25.626,2.569,120.793,15.739,13.71,329.181
278.125,86.311,10.421,26.232,2.529,121.898,14.763,12.889,329.277
278.25,89.982,10.898,27.278,2.482,120.021,13.417,11.714,329.449
278.375,93.774,11.241,28.84,2.443,117.106,12.232,10.641,329.729
278.5,96.053,11.302,30.209,2.427,115.09,11.652,10.078,330.031
278.625,97.641,11.146,30.626,2.433,112.474,11.293,9.633,329.876
278.75,97.131,10.998,29.997,2.441,112.036,11.415,9.663,329.814
278.875,95.729,10.822,29.586,2.444,112.29,11.711,9.852,329.669
279.0,91.035,10.435,29.651,2.448,113.012,12.555,10.48,329.302
279.125,88.025,10.203,29.226,2.469,113.078,13.077,10.884,329.285
279.25,85.464,9.962,27.575,2.514,113.302,13.622,11.285,329.365
279.375,84.458,9.856,25.886,2.561,113.451,13.941,11.487,329.468
279.5,84.707,9.918,25.428,2.594,113.349,13.974,11.461,329.446
279.625,85.096,10.062,26.695,2.589,113.559,14.016,11.405,329.896
279.75,84.689,10.042,27.922,2.562,113.957,14.208,11.525,330.085
279.875,82.682,9.923,29.373,2.529,112.637,14.829,12.006,330.249
280.0,80.839,9.919,30.07,2.513,110.078,15.328,12.43,330.463
280.125,80.389,10.253,30.866,2.481,107.758,15.418,12.573,330.388
280.25,82.721,11.106,32.824,2.405,107.18,14.822,12.194,330.008
280.375,86.629,11.904,35.018,2.343,108.149,13.915,11.49,329.69
280.5,91.564,12.756,37.789,2.292,108.475,12.845,10.615,329.452
280.625,99.818,13.874,42.724,2.258,105.713,11.276,9.252,329.093
280.75,102.155,14.046,45.04,2.262,104.043,10.825,8.831,328.532
280.875,100.679,13.609,48.325,2.273,103.189,10.718,8.686,327.692
281.0,97.393,13.011,49.99,2.278,103.656,10.872,8.788,327.028
281.125,94.09,12.348,47.945,2.284,105.003,11.1,8.963,326.464
281.25,91.774,11.654,41.279,2.304,106.451,11.298,9.101,325.727
281.375,91.818,11.43,36.409,2.335,105.856,11.348,9.108,325.136
281.5,91.864,11.272,30.661,2.423,100.945,11.617,9.227,323.958
281.625,90.614,11.174,29.572,2.482,98.457,12.061,9.517,323.018
281.75,86.663,10.887,28.973,2.546,98.309,13.133,10.3,321.886
281.875,81.685,10.52,28.193,2.594,100.284,14.429,11.301,320.782
282.0,78.585,10.268,27.379,2.621,102.351,15.325,12.043,320.008
282.125,77.975,10.13,26.953,2.637,103.795,15.83,12.519,319.363
282.25,80.885,10.21,27.382,2.617,104.496,15.661,12.474,318.815
282.375,84.568,10.487,28.245,2.558,104.164,14.989,11.953,318.612
282.5,90.374,11.183,30.511,2.403,103.46,13.534,10.732,318.55
282.625,91.807,11.446,32.455,2.334,103.904,12.972,10.222,319.034
282.75,91.666,11.454,34.821,2.317,104.648,12.695,9.91,319.474
282.875,90.22,11.269,35.194,2.362,104.804,12.755,9.878,319.781
283.0,88.585,11.108,33.088,2.432,104.31,13.0,10.035,319.905
283.125,86.992,11.009,29.088,2.531,104.422,13.476,10.397,320.538
283.25,86.829,10.98,27.895,2.559,105.769,13.693,10.564,320.68
283.375,85.792,10.801,26.9,2.587,108.296,14.124,10.866,320.74
283.5,84.137,10.592,26.045,2.603,109.428,14.611,11.205,321.032
283.625,82.181,10.407,24.699,2.612,109.733,15.212,11.645,321.364
283.75,79.788,10.246,22.316,2.615,110.983,16.16,12.393,322.371
283.875,77.999,10.152,20.29,2.615,113.054,17.093,13.174,323.649
284.0,77.287,10.11,19.743,2.617,114.193,17.697,13.718,324.748
284.125,76.411,10.041,20.638,2.621,113.108,18.52,14.544,326.689
284.25,76.187,10.047,21.516,2.619,112.243,18.698,14.811,327.481
284.375,77.638,10.249,22.83,2.605,112.743,18.237,14.676,328.267
284.5,80.054,10.533,24.003,2.592,113.885,17.411,14.187,328.643
284.625,83.658,10.888,25.956,2.579,114.983,16.093,13.248,329.087
284.75,88.888,11.286,28.867,2.565,115.958,14.223,11.823,329.728
284.875,92.036,11.462,30.017,2.56,116.453,13.205,10.997,330.044
285.0,95.199,11.693,30.503,2.562,118.117,11.968,9.953,330.203
285.125,95.063,11.681,30.823,2.567,119.49,11.627,9.658,330.092
285.25,94.222,11.505,31.441,2.573,120.175,11.456,9.501,329.927
285.375,91.885,10.953,31.428,2.579,118.296,11.466,9.463,329.536
285.5,89.421,10.535,30.15,2.582,115.988,11.636,9.546,329.15
285.625,85.987,10.284,27.711,2.579,113.399,12.182,9.908,329.059
285.75,80.966,10.093,24.041,2.573,107.767,13.521,10.873,329.301
285.875,77.725,10.021,21.394,2.575,100.776,15.092,12.063,329.689
286.0,71.866,9.911,16.916,2.594,85.235,19.663,15.651,330.498
286.125,69.362,9.877,15.287,2.608,79.241,22.759,18.206,331.088
286.25,69.185,9.901,14.551,2.621,77.495,25.483,20.709,332.029
286.375,72.209,9.991,15.069,2.625,80.589,25.824,21.384,332.887
286.5,76.785,10.125,16.58,2.621,86.019,23.618,19.837,333.403
286.625,85.039,10.454,20.898,2.605,95.99,17.74,15.126,334.273
286.75,87.891,10.613,23.16,2.598,99.334,15.208,12.963,334.59
286.875,89.283,10.707,24.632,2.593,101.218,13.641,11.571,334.714
287.0,88.862,10.692,25.374,2.597,103.709,12.874,10.826,334.361
287.125,87.669,10.638,25.176,2.599,105.782,13.175,11.084,334.092
287.25,86.11,10.549,24.541,2.602,108.707,13.891,11.778,333.748
287.375,84.999,10.421,23.816,2.602,110.333,14.611,12.52,333.417
287.5,84.49,10.289,23.455,2.602,109.456,14.996,12.958,333.255
287.625,83.347,10.178,23.917,2.594,106.666,15.359,13.454,333.171
287.75,83.062,10.284,24.81,2.582,106.789,15.403,13.581,333.236
287.875,84.044,10.635,26.356,2.551,109.934,15.16,13.463,333.236
288.0,85.384,10.857,27.047,2.524,112.091,14.792,13.162,333.21
288.125,86.723,10.859,26.717,2.507,111.749,14.344,12.693,333.159
288.25,87.419,10.681,25.492,2.507,109.34,13.952,12.169,333.0
288.375,86.267,10.508,24.553,2.521,107.387,14.069,12.123,332.832
288.5,84.151,10.328,23.755,2.544,105.437,14.533,12.382,332.707
288.625,80.147,9.995,22.515,2.587,101.536,16.235,13.67,332.816
288.75,78.652,9.839,21.711,2.605,99.592,17.351,14.589,332.956
288.875,78.041,9.733,20.28,2.619,98.491,18.675,15.737,333.165
289.0,78.534,9.729,19.449,2.621,99.005,19.202,16.211,333.391
289.125,79.309,9.745,19.369,2.616,100.695,19.198,16.181,333.509
289.25,79.583,9.722,19.61,2.609,102.955,19.162,16.016,333.635
289.375,78.671,9.677,19.285,2.609,103.362,19.606,16.226,333.487
289.5,74.732,9.607,17.382,2.621,100.564,22.383,18.221,333.052
