DEPTH,AC,CAL,CNL,DEN,GR,RT,RXO,SP
573.25,71.428,9.281,19.91,2.664,108.25,46.054,40.134,376.746
573.375,71.569,9.331,18.927,2.687,106.811,47.191,41.692,376.701
573.5,73.046,9.438,17.814,2.677,106.735,46.176,41.722,376.677
573.625,74.277,9.418,17.832,2.658,108.422,44.192,40.285,376.745
573.75,75.807,9.307,18.594,2.646,111.925,41.047,37.678,377.016
573.875,76.8,9.17,19.728,2.651,115.747,38.3,35.295,377.655
574.0,76.868,9.069,20.566,2.671,117.944,37.063,34.197,378.466
574.125,76.348,8.916,21.303,2.716,118.838,36.057,33.361,380.523
574.25,76.028,8.867,21.507,2.734,118.11,35.664,33.074,381.827
574.375,75.779,8.852,21.82,2.741,117.465,35.134,32.667,383.122
574.5,75.981,8.905,22.866,2.704,117.935,33.611,31.367,385.155
574.625,76.741,8.996,23.501,2.655,118.647,32.476,30.315,386.041
574.75,78.174,9.232,23.922,2.571,119.593,30.862,28.72,387.005
574.875,79.309,9.512,23.93,2.492,120.38,29.511,27.312,387.814
575.0,79.339,9.67,23.514,2.455,119.808,29.052,26.76,388.265
575.125,77.547,9.622,21.879,2.463,111.991,29.593,27.113,389.133
575.25,75.993,9.437,20.649,2.5,104.269,30.427,27.859,389.508
575.375,73.393,9.096,18.403,2.567,90.807,31.914,29.289,389.894
575.5,71.843,8.897,16.874,2.608,81.833,32.728,30.145,390.286
575.625,71.625,8.818,15.968,2.631,75.782,32.608,30.189,390.587
575.75,72.517,8.786,15.419,2.647,69.992,31.527,29.356,391.184
575.875,73.349,8.789,15.39,2.644,66.88,30.432,28.356,391.575
576.0,73.965,8.802,15.288,2.637,63.112,29.353,27.288,392.031
576.125,74.43,8.844,14.663,2.618,56.643,27.986,25.729,393.014
576.25,74.393,8.872,14.347,2.608,55.489,27.594,25.156,393.495
576.375,73.77,8.912,14.055,2.596,57.596,27.684,24.86,394.141
576.5,73.048,8.941,13.962,2.589,60.042,28.29,25.122,394.424
576.625,72.271,8.99,14.096,2.587,62.441,29.749,26.199,394.604
576.75,71.545,9.092,14.567,2.588,67.592,32.288,28.295,394.652
576.875,71.555,9.187,15.17,2.586,74.912,33.948,29.823,394.666
577.0,72.514,9.358,16.866,2.581,93.861,35.744,31.777,394.762
577.125,73.667,9.418,18.188,2.574,103.5,35.491,31.802,394.841
577.25,76.208,9.51,20.475,2.53,112.841,33.598,30.329,394.687
577.375,79.139,9.675,22.908,2.449,120.759,30.926,28.006,394.227
577.5,81.016,9.903,24.623,2.363,126.902,28.851,26.06,393.6
577.625,82.353,10.234,26.262,2.275,133.364,27.067,24.284,392.816
577.75,83.163,10.625,27.341,2.205,139.036,25.79,22.89,391.855
577.875,82.916,10.8,27.133,2.204,140.122,25.845,22.796,391.395
578.0,81.191,11.056,26.521,2.251,137.7,27.1,23.705,390.98
578.125,79.974,11.144,26.346,2.285,133.481,28.255,24.661,390.965
578.25,78.442,11.051,25.95,2.338,126.938,30.221,26.341,390.888
578.375,76.92,10.757,25.269,2.399,122.657,32.442,28.248,390.813
578.5,75.748,10.43,24.634,2.443,122.675,34.266,29.81,390.776
578.625,74.389,10.027,23.936,2.491,125.422,37.322,32.48,390.312
578.75,74.743,10.027,23.908,2.491,126.78,38.118,33.222,390.065
578.875,76.809,10.337,24.493,2.464,128.082,37.041,32.334,389.852
579.0,78.336,10.636,25.307,2.44,128.308,35.196,30.704,389.739
579.125,78.942,10.808,26.157,2.425,126.893,33.478,29.123,389.623
579.25,78.836,10.78,27.066,2.413,123.33,32.204,27.91,389.597
579.375,78.046,10.581,27.937,2.404,119.616,31.919,27.646,389.628
579.5,77.071,10.392,28.901,2.394,117.658,32.312,28.122,389.452
579.625,76.836,10.304,31.716,2.359,116.855,32.293,28.608,388.922
579.75,77.968,10.457,33.102,2.331,116.699,31.288,28.006,388.528
579.875,80.167,10.959,33.491,2.281,118.009,28.514,25.794,387.61
580.0,81.464,11.384,32.842,2.251,121.215,26.373,23.932,386.878
580.125,82.391,11.668,31.487,2.236,125.641,24.936,22.551,386.144
580.25,83.424,11.799,29.412,2.224,128.726,23.906,21.439,385.518
580.375,83.636,11.708,28.039,2.217,127.179,23.884,21.286,385.13
580.5,83.076,11.358,26.116,2.226,122.939,24.662,21.757,384.674
580.625,82.408,11.145,25.631,2.25,121.981,25.412,22.296,384.615
580.75,81.471,10.986,25.294,2.283,121.627,26.32,22.963,384.528
580.875,79.429,10.799,24.317,2.345,120.972,28.163,24.375,384.352
581.0,77.873,10.61,23.062,2.4,120.285,29.735,25.629,384.36
581.125,76.562,10.289,21.646,2.465,119.312,31.398,27.008,384.551
581.25,74.883,9.821,20.267,2.548,115.982,33.539,28.806,384.77
581.375,73.704,9.582,19.715,2.583,110.897,34.743,29.825,384.743
581.5,71.531,9.253,18.149,2.601,99.319,36.39,31.24,384.717
581.625,70.597,9.101,16.684,2.598,94.614,36.826,31.651,384.646
581.75,69.846,8.955,14.973,2.601,92.3,36.716,31.683,384.395
581.875,69.571,8.867,14.171,2.612,92.177,36.035,31.275,384.268
582.0,69.828,8.839,14.557,2.619,92.815,35.038,30.561,384.316
582.125,70.744,8.81,15.516,2.62,93.468,32.525,28.572,384.423
582.25,71.229,8.799,15.196,2.619,93.039,31.058,27.351,384.535
582.375,71.671,8.794,14.296,2.616,92.126,29.768,26.256,384.539
582.5,72.314,8.794,12.92,2.613,89.061,28.293,25.006,384.268
582.625,72.481,8.797,12.82,2.613,86.348,28.019,24.808,384.116
582.75,72.57,8.801,12.988,2.615,82.87,28.008,24.906,383.98
582.875,72.651,8.806,13.151,2.615,80.747,28.061,25.084,384.059
583.0,72.716,8.81,13.265,2.61,81.167,27.995,25.122,384.086
583.125,72.733,8.816,13.874,2.598,83.536,27.544,24.87,384.634
583.25,72.739,8.818,14.322,2.591,84.245,27.186,24.619,385.052
583.375,72.795,8.82,14.905,2.582,83.805,26.669,24.244,385.659
583.5,72.793,8.821,15.402,2.578,82.937,26.432,24.085,386.175
583.625,72.681,8.821,15.976,2.576,82.381,26.445,24.13,386.447
583.75,72.379,8.819,16.552,2.573,81.664,26.674,24.359,386.9
583.875,71.983,8.816,16.77,2.57,80.747,27.003,24.65,387.189
584.0,71.63,8.814,16.749,2.57,80.192,27.304,24.891,387.504
584.125,71.032,8.806,16.967,2.577,78.689,27.991,25.444,388.067
584.25,70.83,8.797,17.008,2.58,76.365,28.469,25.837,388.422
584.375,70.732,8.781,16.547,2.583,70.67,29.563,26.746,388.865
584.5,70.689,8.769,16.036,2.587,67.387,30.699,27.702,389.101
584.625,70.581,8.761,15.666,2.598,67.278,32.302,29.089,389.083
584.75,70.472,8.755,15.481,2.619,68.7,34.622,31.129,389.098
584.875,70.565,8.759,15.689,2.631,69.855,35.911,32.289,389.249
585.0,71.008,8.807,16.826,2.628,75.046,37.302,33.594,389.676
585.125,71.443,8.874,17.806,2.608,81.271,37.354,33.681,390.008
585.25,72.115,8.982,18.887,2.585,89.285,36.957,33.346,390.391
585.375,73.606,9.236,20.505,2.553,102.973,35.67,32.153,390.791
585.5,74.758,9.44,21.412,2.536,111.805,34.616,31.147,390.968
585.625,75.81,9.581,21.683,2.541,116.169,33.849,30.392,391.098
585.75,76.85,9.665,21.649,2.567,118.057,33.344,29.864,391.273
585.875,76.8,9.645,21.632,2.585,117.683,33.516,29.995,391.315
586.0,75.555,9.57,22.09,2.588,117.678,34.484,30.909,391.343
586.125,74.72,9.565,22.468,2.576,118.393,34.974,31.448,391.475
586.25,74.179,9.647,23.137,2.542,120.107,34.786,31.473,391.411
586.375,74.791,9.796,24.102,2.49,122.268,33.686,30.673,391.4
586.5,76.552,9.974,25.161,2.431,124.171,32.101,29.331,391.249
586.625,80.124,10.416,27.891,2.316,128.548,28.728,26.279,391.44
586.75,81.515,10.653,29.845,2.267,130.975,27.191,24.819,391.573
586.875,82.445,10.814,31.923,2.237,132.32,26.151,23.782,391.639
587.0,82.341,10.845,34.243,2.235,130.52,25.684,23.197,391.58
587.125,81.404,10.771,33.815,2.264,127.953,26.075,23.514,391.458
587.25,80.492,10.674,32.344,2.328,125.045,26.872,24.278,391.316
587.375,80.192,10.612,30.919,2.394,122.455,27.567,25.006,390.998
587.5,80.471,10.601,30.034,2.424,120.3,27.778,25.294,390.836
587.625,81.637,10.592,28.071,2.439,117.347,27.427,25.097,390.789
587.75,82.287,10.595,26.815,2.409,117.608,26.971,24.682,390.854
587.875,82.606,10.668,25.317,2.282,118.744,26.339,23.979,390.884
588.0,82.176,10.731,24.593,2.21,118.143,26.21,23.709,390.829
588.125,80.516,10.644,24.111,2.199,116.052,26.779,24.064,390.655
588.25,77.956,10.353,23.427,2.225,114.626,27.926,24.944,390.204
588.375,77.705,10.186,23.176,2.276,116.023,28.455,25.374,389.824
588.5,79.243,10.18,23.358,2.325,118.471,28.484,25.358,389.41
588.625,84.209,10.622,25.355,2.342,122.553,27.124,23.934,388.698
588.75,85.958,10.841,26.537,2.331,123.721,26.248,22.919,388.301
588.875,85.477,10.657,25.044,2.355,121.863,26.273,22.357,387.679
589.0,82.803,10.227,21.858,2.406,117.072,27.793,23.153,387.192
589.125,77.526,9.749,18.24,2.478,107.081,32.064,26.29,386.655
589.25,70.578,9.386,14.428,2.558,91.607,39.927,32.431,386.093
589.375,68.074,9.392,12.899,2.585,83.952,45.436,36.95,385.828
589.5,66.867,9.509,11.675,2.597,78.135,52.95,43.487,385.61
589.625,67.111,9.527,11.992,2.577,78.604,54.356,45.02,385.574
589.75,68.53,9.55,13.584,2.508,83.157,52.256,43.868,385.44
589.875,71.033,9.658,15.897,2.411,91.487,47.396,40.367,385.207
590.0,73.648,9.883,18.075,2.333,100.827,42.257,36.338,384.966
590.125,76.75,10.252,21.104,2.26,111.543,36.318,31.489,384.644
590.25,80.257,10.644,25.107,2.205,120.615,29.995,26.205,384.274
590.375,81.863,10.688,26.803,2.212,121.535,27.6,24.171,384.094
590.5,84.039,10.559,27.716,2.279,121.669,25.359,22.337,383.936
590.625,85.237,10.581,27.929,2.308,123.954,24.738,21.927,383.966
590.75,86.989,10.838,28.249,2.306,128.36,23.966,21.465,383.71
590.875,88.349,11.168,28.447,2.284,132.317,23.178,20.951,383.301
591.0,88.499,11.343,28.618,2.271,134.334,22.712,20.592,383.058
591.125,86.574,11.273,29.476,2.294,135.947,22.789,20.634,382.695
591.25,84.618,11.052,29.865,2.317,134.744,23.433,21.186,382.536
591.375,81.476,10.675,29.186,2.336,130.197,25.048,22.656,382.211
591.5,79.697,10.481,28.357,2.333,127.212,26.303,23.836,382.024
591.625,78.965,10.429,28.176,2.319,126.478,27.077,24.581,381.847
591.75,78.765,10.395,28.808,2.308,127.914,27.481,24.91,381.84
591.875,78.989,10.321,29.375,2.313,130.657,27.466,24.754,382.09
592.0,79.249,10.189,28.956,2.338,132.9,27.339,24.447,382.566
592.125,79.181,9.825,26.284,2.427,133.697,27.865,24.516,383.522
592.25,78.597,9.644,24.52,2.486,131.078,28.891,25.212,383.963
592.375,76.599,9.516,21.856,2.568,122.059,32.035,27.696,384.208
592.5,74.818,9.486,19.98,2.612,113.811,35.232,30.347,384.006
592.625,73.214,9.452,18.489,2.623,107.411,38.969,33.628,383.771
592.75,71.572,9.383,17.15,2.611,104.092,43.319,37.679,383.298
592.875,71.34,9.362,16.989,2.589,106.216,44.603,39.138,383.049
593.0,73.095,9.398,17.907,2.552,112.754,43.096,38.496,382.451
593.125,75.022,9.452,18.874,2.543,116.722,40.485,36.426,381.922
593.25,77.135,9.512,19.922,2.543,120.534,37.562,33.904,381.557
593.375,79.722,9.53,21.215,2.552,124.0,34.024,30.524,380.816
593.5,80.503,9.459,21.469,2.562,123.064,32.747,29.082,380.495
593.625,79.277,9.296,20.362,2.576,115.853,33.901,29.787,380.368
593.75,76.322,9.073,18.354,2.598,102.673,37.393,32.608,380.692
593.875,74.158,8.96,17.456,2.611,94.294,40.363,35.254,381.061
594.0,71.398,8.784,16.791,2.623,82.808,44.654,39.344,381.59
594.125,70.9,8.709,16.633,2.629,78.879,45.461,40.238,381.926
594.25,70.933,8.657,16.195,2.638,75.218,44.833,39.804,382.584
594.375,71.086,8.641,15.515,2.642,72.513,43.603,38.738,383.142
594.5,71.008,8.65,14.881,2.642,70.854,42.932,38.106,383.587
594.625,70.102,8.713,14.15,2.645,67.831,43.409,38.493,384.385
594.75,69.285,8.788,14.32,2.639,67.333,44.345,39.386,384.786
594.875,68.674,8.892,14.932,2.616,68.688,45.115,40.219,385.066
595.0,70.013,9.151,16.626,2.519,77.831,43.802,39.434,385.53
595.125,72.276,9.353,17.675,2.458,86.73,41.021,37.11,386.146
595.25,75.075,9.641,19.492,2.408,99.719,36.45,33.109,386.89
595.375,77.095,9.853,21.712,2.381,109.899,32.536,29.616,387.737
595.5,78.246,9.908,23.44,2.366,112.793,30.877,28.097,388.141
595.625,80.445,10.09,25.005,2.311,113.49,29.612,26.909,388.66
595.75,81.279,10.35,25.162,2.264,115.235,29.313,26.665,388.892
595.875,82.57,10.803,25.583,2.204,121.567,28.792,26.319,388.815
596.0,83.561,11.029,26.253,2.179,126.562,28.273,25.919,388.914
596.125,83.049,11.09,27.042,2.177,129.367,28.12,25.752,389.098
596.25,80.16,11.107,27.829,2.184,129.757,29.005,26.504,389.359
596.375,77.677,11.039,27.822,2.194,127.15,30.52,27.939,389.468
596.5,75.927,10.883,27.098,2.208,123.625,32.296,29.697,389.563
596.625,76.08,10.607,24.934,2.238,121.112,34.264,31.81,389.87
596.75,77.287,10.633,24.499,2.242,123.055,34.119,31.791,389.828
596.875,79.53,10.925,25.949,2.226,126.727,32.193,30.028,389.779
597.0,81.029,11.155,27.666,2.215,127.751,30.229,28.109,389.82
597.125,81.847,11.227,28.437,2.232,126.534,28.459,26.202,389.924
597.25,82.289,11.156,28.188,2.289,124.827,26.965,24.358,389.835
597.375,82.443,11.026,27.624,2.34,124.658,26.868,23.953,389.634
597.5,82.851,10.764,25.987,2.41,125.647,27.982,24.414,389.21
597.625,82.323,10.616,24.751,2.421,125.57,29.442,25.413,388.744
597.75,79.391,10.32,22.821,2.427,120.657,33.124,28.231,388.065
597.875,75.26,9.964,20.821,2.435,112.002,38.117,32.188,387.351
598.0,72.474,9.739,19.48,2.435,104.789,42.379,35.639,386.863
598.125,71.286,9.715,18.321,2.401,100.507,46.265,38.856,386.277
598.25,72.11,9.986,17.637,2.322,101.834,48.624,40.941,385.329
598.375,73.972,10.287,18.221,2.275,107.642,47.592,40.242,384.732
598.5,77.861,10.69,20.883,2.257,121.189,43.257,36.833,383.631
598.625,79.058,10.774,22.323,2.278,126.355,40.99,34.937,383.16
598.75,79.168,10.874,23.379,2.301,127.963,39.107,33.341,382.756
598.875,78.891,11.012,24.145,2.301,127.083,37.988,32.443,382.441
599.0,79.081,11.11,24.908,2.28,126.782,37.439,32.071,382.421
599.125,80.221,11.044,25.823,2.253,127.125,36.262,31.196,382.311
599.25,80.64,10.902,25.301,2.26,124.867,35.71,30.744,382.305
599.375,80.488,10.718,23.638,2.297,119.521,35.3,30.445,382.335
599.5,80.16,10.663,22.763,2.33,116.912,35.18,30.439,382.336
599.625,79.97,10.705,22.869,2.357,116.713,35.077,30.482,382.478
599.75,79.926,10.818,23.999,2.398,117.262,34.639,30.259,382.504
599.875,80.126,10.935,25.547,2.441,117.804,33.949,29.772,382.553
600.0,80.564,10.987,26.751,2.473,118.555,33.297,29.257,382.397
600.125,81.294,11.018,28.497,2.509,120.543,32.161,28.412,382.267
600.25,81.402,11.071,28.771,2.508,121.166,31.627,28.069,382.361
600.375,81.443,11.294,27.905,2.474,122.058,30.877,27.66,382.661
600.5,81.544,11.492,27.282,2.439,122.874,30.331,27.384,383.184
600.625,81.824,11.572,27.604,2.41,123.99,29.719,27.052,383.521
600.75,82.524,11.504,28.745,2.389,125.536,28.716,26.417,384.021
600.875,83.353,11.404,29.318,2.388,125.455,27.841,25.747,384.115
601.0,85.204,11.311,28.994,2.397,123.324,25.834,24.019,384.128
601.125,85.948,11.274,28.33,2.397,123.225,24.701,22.962,384.212
601.25,86.336,11.199,27.742,2.389,124.861,23.759,22.037,384.463
601.375,86.114,11.0,27.664,2.358,128.1,23.029,21.214,385.048
601.5,85.404,10.838,28.162,2.332,128.969,23.069,21.137,385.514
601.625,84.22,10.665,28.286,2.326,128.63,23.94,21.9,385.843
601.75,82.808,10.428,27.332,2.349,128.728,25.603,23.505,386.163
601.875,82.295,10.298,26.515,2.386,128.731,26.731,24.695,386.122
602.0,81.941,10.09,26.712,2.473,128.525,28.289,26.546,385.819
602.125,82.14,9.971,27.712,2.516,130.093,28.675,27.161,385.732
602.25,82.886,9.889,28.712,2.545,133.67,28.516,27.312,385.567
602.375,83.87,9.921,28.834,2.543,136.116,27.829,26.898,385.534
602.5,84.813,10.043,28.306,2.509,135.937,26.906,26.124,385.321
602.625,87.139,10.265,28.127,2.426,137.117,24.714,24.066,384.959
602.75,88.345,10.323,28.987,2.396,139.543,23.454,22.792,384.754
602.875,89.242,10.325,30.188,2.391,141.719,22.338,21.592,384.463
603.0,89.998,10.211,30.21,2.43,141.861,21.106,20.027,383.826
603.125,89.433,10.105,28.15,2.459,140.26,21.156,19.793,383.555
603.25,86.551,9.908,24.738,2.497,136.017,22.64,20.796,383.193
603.375,82.422,9.672,21.521,2.537,128.949,25.384,23.028,382.708
603.5,79.061,9.479,19.456,2.569,120.369,28.472,25.756,382.362
603.625,73.727,9.197,16.031,2.607,102.182,35.266,32.054,381.71
603.75,71.577,9.114,14.464,2.625,93.793,38.808,35.472,381.388
603.875,70.109,9.075,12.978,2.646,84.25,42.568,39.248,381.077
604.0,69.906,9.077,12.55,2.65,78.477,44.094,40.814,381.017
604.125,69.963,9.081,12.964,2.642,74.054,44.629,41.291,380.933
604.25,69.705,9.069,13.979,2.634,70.199,45.434,41.964,380.844
604.375,69.544,9.068,14.73,2.636,70.59,46.019,42.57,380.834
604.5,69.891,9.107,15.483,2.638,73.406,46.092,42.841,380.862
604.625,72.788,9.352,17.207,2.622,85.082,43.127,40.702,380.889
604.75,75.24,9.542,18.765,2.604,94.023,39.986,38.096,380.823
604.875,79.357,9.744,22.404,2.577,108.547,34.511,33.254,380.624
605.0,81.907,9.78,24.957,2.563,117.469,31.048,30.068,380.291
605.125,82.669,9.681,25.501,2.568,121.911,29.255,28.341,379.902
605.25,82.129,9.525,24.534,2.59,124.803,28.396,27.506,379.428
605.375,81.335,9.468,23.729,2.612,125.976,28.72,27.863,379.259
605.5,80.05,9.464,23.102,2.646,127.742,29.918,29.181,379.094
605.625,79.442,9.474,23.048,2.658,127.434,30.708,30.02,379.109
605.75,78.417,9.431,22.519,2.672,125.37,32.121,31.392,379.303
605.875,77.039,9.347,21.482,2.683,123.257,33.932,33.063,379.676
606.0,75.799,9.276,20.504,2.689,122.687,35.648,34.618,380.092
606.125,74.532,9.235,19.574,2.687,122.385,37.984,36.767,380.662
606.25,73.241,9.254,18.75,2.669,121.41,40.982,39.556,381.458
606.375,72.849,9.344,18.552,2.637,120.785,42.389,40.843,381.938
606.5,73.141,9.664,19.034,2.55,121.532,43.65,41.819,382.601
606.625,73.393,9.849,19.862,2.508,122.385,43.864,41.836,382.947
606.75,73.341,9.891,21.063,2.493,121.665,44.385,42.1,383.459
606.875,73.133,9.712,21.98,2.519,119.645,45.449,42.944,383.913
607.0,72.881,9.44,22.273,2.569,118.48,46.928,44.299,384.167
607.125,72.047,9.065,22.036,2.662,120.235,50.747,47.996,384.386
607.25,71.801,9.036,21.574,2.682,121.715,52.666,49.947,384.392
607.375,72.095,9.226,20.679,2.655,120.631,53.725,51.25,384.28
607.5,72.452,9.409,20.336,2.621,118.158,53.101,50.87,384.2
607.625,72.788,9.51,20.615,2.602,116.631,51.461,49.396,384.299
607.75,73.385,9.553,21.408,2.601,117.951,48.669,46.646,384.362
607.875,73.922,9.564,22.129,2.613,121.083,45.925,43.803,384.539
608.0,74.127,9.577,22.369,2.622,123.3,44.298,42.028,384.581
608.125,74.5,9.577,22.606,2.624,125.088,42.461,39.887,384.933
608.25,74.675,9.535,22.581,2.62,125.021,42.081,39.283,385.096
608.375,74.348,9.411,21.507,2.614,122.074,42.801,39.499,385.313
608.5,73.761,9.305,20.259,2.614,118.559,44.214,40.478,385.564
608.625,72.871,9.221,19.228,2.622,115.305,46.778,42.59,385.806
608.75,71.347,9.157,18.42,2.639,112.202,51.163,46.384,386.132
608.875,70.115,9.139,18.152,2.651,110.172,54.551,49.45,386.289
609.0,68.317,9.095,17.615,2.659,105.601,59.881,54.57,386.36
609.125,68.277,9.107,17.483,2.643,105.59,60.484,55.414,386.369
609.25,69.017,9.208,17.755,2.612,108.167,58.846,54.228,386.307
609.375,71.442,9.547,19.417,2.549,115.319,52.322,48.595,386.301
609.5,73.733,9.812,21.078,2.509,120.154,46.491,43.333,386.44
609.625,76.166,9.981,22.28,2.489,122.223,41.384,38.444,386.587
609.75,78.492,10.104,22.931,2.481,122.732,36.453,33.451,387.164
609.875,78.687,10.096,22.999,2.49,121.956,35.165,31.929,387.56
610.0,77.966,9.841,22.97,2.528,118.891,35.872,32.059,388.299
610.125,77.328,9.603,22.365,2.562,116.374,37.745,33.533,388.832
610.25,75.606,9.344,21.115,2.612,112.768,41.788,36.971,389.636
610.375,73.506,9.177,20.07,2.653,110.107,46.302,40.957,390.578
610.5,72.258,9.118,19.845,2.665,110.039,48.838,43.321,391.24
610.625,71.84,9.105,20.91,2.649,114.423,48.452,43.24,392.413
610.75,72.566,9.194,22.007,2.624,118.797,45.702,40.869,392.872
610.875,73.754,9.355,23.082,2.593,123.878,42.152,37.722,393.26
611.0,76.376,9.69,23.962,2.537,130.803,36.456,32.585,393.881
611.125,77.512,9.827,23.975,2.499,131.566,34.565,30.867,394.187
611.25,78.326,10.022,24.596,2.411,129.706,33.039,29.516,394.398
611.375,79.238,10.313,25.753,2.294,127.124,31.737,28.408,394.545
611.5,80.79,10.685,26.782,2.195,126.189,30.473,27.339,394.508
611.625,84.864,11.668,28.637,2.053,125.468,27.276,24.561,394.195
611.75,86.827,12.133,29.747,2.011,124.437,25.605,23.082,393.775
611.875,89.308,12.304,31.409,1.992,123.038,24.043,21.661,392.909
612.0,90.591,12.161,32.032,1.99,123.173,23.573,21.198,392.137
612.125,90.787,12.094,32.089,1.978,125.788,23.759,21.317,391.238
612.25,90.87,12.373,32.809,1.945,130.314,24.164,21.627,390.059
612.375,91.346,12.708,34.11,1.925,132.463,24.317,21.704,389.481
612.5,91.691,12.928,35.462,1.92,133.654,24.382,21.639,389.042
612.625,90.501,12.695,33.767,1.979,135.191,24.839,21.589,388.779
612.75,89.228,12.302,30.799,2.044,136.57,25.637,21.95,388.716
612.875,86.644,11.574,26.375,2.169,138.343,28.101,23.481,388.34
613.0,84.211,11.049,23.685,2.26,138.463,30.67,25.199,388.149
613.125,81.308,10.581,21.845,2.34,136.407,34.186,27.625,387.763
613.25,77.501,10.048,20.071,2.433,132.646,39.423,31.258,387.41
613.375,75.371,9.845,19.43,2.475,129.658,42.661,33.508,387.084
613.5,72.485,9.794,18.744,2.514,123.38,47.097,36.574,386.585
613.625,71.704,9.872,18.429,2.522,120.602,48.416,37.471,386.331
613.75,71.261,9.909,17.945,2.538,118.353,49.349,38.136,385.433
613.875,70.924,9.841,17.388,2.559,117.677,50.078,38.763,384.473
614.0,70.528,9.722,16.962,2.578,118.72,50.776,39.506,383.77
614.125,69.881,9.64,17.09,2.577,120.797,51.49,40.595,382.924
614.25,69.42,9.69,18.661,2.519,123.555,50.987,41.197,381.602
614.375,70.61,9.892,20.988,2.43,124.568,48.261,39.735,380.772
614.5,78.125,10.68,26.142,2.227,125.519,38.638,32.937,379.481
614.625,84.522,11.246,27.603,2.141,126.298,32.382,28.061,378.74
614.75,93.222,11.776,27.896,2.096,127.529,25.599,22.511,377.714
614.875,100.866,12.024,28.447,2.11,128.629,20.885,18.515,376.966
615.0,104.279,12.022,29.445,2.167,129.365,19.247,17.044,376.62
615.125,102.426,12.013,29.725,2.3,131.114,18.583,16.375,376.127
615.25,98.545,11.965,29.064,2.367,132.272,18.982,16.69,376.033
615.375,92.182,11.741,27.324,2.435,133.919,20.355,17.756,376.107
615.5,87.58,11.538,25.446,2.46,134.643,21.859,18.869,376.272
615.625,83.852,11.335,23.385,2.461,133.94,23.852,20.331,376.447
615.75,79.382,10.931,20.525,2.458,127.972,28.231,23.651,376.909
615.875,75.354,10.482,17.922,2.456,116.916,34.083,28.195,377.414
616.0,72.59,10.241,16.473,2.449,105.047,39.577,32.585,377.77
616.125,69.088,10.214,14.954,2.418,86.98,48.762,40.253,378.289
616.25,68.725,10.354,14.769,2.393,84.038,50.953,42.262,378.542
616.375,70.31,10.593,15.764,2.357,90.087,48.131,40.183,378.692
616.5,72.187,10.662,17.239,2.346,97.138,43.625,36.499,378.641
616.625,73.895,10.451,19.09,2.382,102.335,39.288,32.748,378.284
616.75,74.968,9.962,20.63,2.471,106.044,36.023,29.771,377.837
616.875,74.37,9.641,20.166,2.526,106.799,36.378,29.95,377.553
617.0,71.905,9.322,17.716,2.583,106.19,40.928,33.868,377.13
617.125,70.518,9.286,16.499,2.614,104.972,44.946,37.597,376.86
617.25,69.498,9.281,15.879,2.634,103.62,49.067,41.621,376.506
617.375,69.168,9.264,16.271,2.639,102.057,53.595,46.651,375.773
617.5,69.775,9.242,17.09,2.631,102.067,54.641,48.481,375.106
617.625,71.46,9.266,18.179,2.618,105.11,51.734,46.691,374.423
617.75,74.448,9.386,19.724,2.59,111.882,45.102,41.488,373.899
617.875,76.649,9.503,20.891,2.56,116.872,40.071,37.1,373.898
618.0,80.394,9.655,23.508,2.512,123.411,32.16,29.751,374.531
618.125,81.973,9.703,24.941,2.503,124.708,29.212,26.831,375.107
618.25,82.804,9.782,25.892,2.519,122.916,27.263,24.701,375.949
618.375,82.172,9.829,25.528,2.557,118.903,27.067,24.188,376.891
618.5,80.396,9.762,23.966,2.599,115.278,28.577,25.357,377.299
618.625,76.188,9.41,20.186,2.647,110.87,34.561,30.565,378.152
618.75,73.922,9.212,18.537,2.686,110.209,39.269,34.901,378.537
618.875,71.937,9.083,17.564,2.714,109.965,44.321,39.768,378.933
619.0,70.099,9.04,17.627,2.716,108.703,51.173,46.999,379.617
619.125,70.567,9.105,18.308,2.687,108.199,51.719,48.075,379.899
619.25,72.546,9.337,19.485,2.605,110.503,48.262,45.331,380.355
619.375,75.028,9.673,20.775,2.503,115.333,42.846,40.432,380.674
619.5,76.846,9.949,21.691,2.432,120.039,38.704,36.4,380.878
619.625,78.728,10.169,22.104,2.374,125.697,34.243,31.615,381.159
619.75,78.388,10.07,21.641,2.391,126.301,34.012,30.983,381.306
619.875,76.089,9.737,20.501,2.473,123.072,37.265,33.391,381.649
620.0,74.102,9.504,19.42,2.539,119.396,41.391,36.848,382.028
620.125,72.568,9.368,18.348,2.586,116.459,46.513,41.405,382.438
620.25,71.162,9.237,17.431,2.633,113.97,52.807,47.12,382.983
620.375,70.764,9.164,17.399,2.656,112.734,55.663,49.728,383.247
620.5,70.584,9.101,17.608,2.674,111.451,57.669,51.526,383.493
620.625,70.267,9.042,17.824,2.687,109.365,59.533,53.192,383.655
620.75,70.092,9.031,17.83,2.688,108.535,59.675,53.429,383.697
620.875,70.624,9.069,18.251,2.683,108.637,57.491,51.792,383.618
621.0,71.666,9.153,18.95,2.675,110.574,54.309,49.15,383.553
621.125,72.92,9.303,19.938,2.663,115.145,50.199,45.527,383.456
621.25,74.023,9.492,20.89,2.645,121.436,45.559,41.358,383.576
621.375,74.22,9.551,20.952,2.634,123.694,43.976,39.944,383.656
621.5,74.033,9.562,20.724,2.622,123.81,43.197,39.413,383.891
